date,lake,sediment
2017-12-02,West Lake Bonney,0.41905598334968086
2017-12-07,Lake Fryxell,0.3941724397242071
2017-12-07,Lake Hoare,0.5166196140646935
2017-12-07,East Lake Bonney,0.41706234894692884
2017-12-07,West Lake Bonney,0.45121214419603367
2017-12-16,Lake Fryxell,0.521577438861132
2017-12-16,Lake Hoare,0.5231857877969742
2017-12-16,East Lake Bonney,0.4097072806209327
2017-12-16,West Lake Bonney,0.4439514411985876
2017-12-23,Lake Fryxell,0.5477628502249718
2017-12-23,Lake Hoare,0.5477854477614164
2017-12-23,East Lake Bonney,0.44679601341486
2017-12-23,West Lake Bonney,0.47102960348129247
2018-01-03,Lake Fryxell,0.4496389378607272
2018-01-03,Lake Hoare,0.460472657233477
2018-01-03,East Lake Bonney,0.4768214739114043
2018-01-03,West Lake Bonney,0.47101540669798847
2018-01-05,Lake Fryxell,0.44963098347187064
2018-01-05,Lake Hoare,0.4473322778940201
2018-01-05,East Lake Bonney,0.45876643620431423
2018-01-05,West Lake Bonney,0.40674666956067107
2018-01-07,Lake Fryxell,0.45258459344506285
2018-01-07,Lake Hoare,NA
2018-01-07,East Lake Bonney,NA
2018-01-07,West Lake Bonney,NA
2018-01-10,Lake Fryxell,0.5231921512633565
2018-01-10,Lake Hoare,0.49293813824653604
2018-01-10,East Lake Bonney,0.5023763269931075
2018-01-10,West Lake Bonney,0.5526849234104154
2018-01-12,Lake Fryxell,0.5199701320379972
2018-01-12,Lake Hoare,0.4951269910484556
2018-01-12,East Lake Bonney,0.4795424323529005
2018-01-12,West Lake Bonney,0.510393058657646
2018-01-14,Lake Fryxell,0.4820827651023861
2018-01-14,Lake Hoare,0.4669394856691356
2018-01-14,East Lake Bonney,0.468454274460673
2018-01-14,West Lake Bonney,0.4833910414576532
2018-01-19,Lake Fryxell,0.4868774092197417
2018-01-19,Lake Hoare,0.47101162157952764
2018-01-19,East Lake Bonney,0.47169369846582426
2018-01-19,West Lake Bonney,0.4866580942273138
2018-01-26,Lake Fryxell,0.5880242505669592
2018-01-26,Lake Hoare,0.50116416066885
2018-01-26,East Lake Bonney,0.4674162323027848
2018-01-26,West Lake Bonney,0.47673859298229243
2018-01-30,Lake Fryxell,0.5465193450450898
2018-01-30,Lake Hoare,0.4663107410073278
2018-01-30,East Lake Bonney,0.43793056070804565
2018-01-30,West Lake Bonney,0.44655521005392057
2018-11-05,Lake Fryxell,0.4485997524112465
2018-11-05,Lake Hoare,0.3648227374255654
2018-11-05,East Lake Bonney,0.33519292145967483
2018-11-05,West Lake Bonney,0.3359585511684415
2018-11-07,Lake Fryxell,0.41518410816788653
2018-11-07,Lake Hoare,0.359067211598158
2018-11-07,East Lake Bonney,0.2170271342472424
2018-11-07,West Lake Bonney,NA
2018-11-08,Lake Fryxell,0.39514121443033234
2018-11-08,Lake Hoare,0.3696153549849986
2018-11-08,East Lake Bonney,0.3300598483532665
2018-11-08,West Lake Bonney,0.34591709524393083
2018-11-12,Lake Fryxell,0.4161831593513489
2018-11-12,Lake Hoare,0.45241405695676784
2018-11-12,East Lake Bonney,0.3361960861086845
2018-11-12,West Lake Bonney,0.36969107106328025
2018-11-17,Lake Fryxell,0.41978269733488544
2018-11-17,Lake Hoare,0.42544988997280625
2018-11-17,East Lake Bonney,0.33134261190891295
2018-11-17,West Lake Bonney,0.3680733318626881
2018-11-19,Lake Fryxell,0.40822237610816964
2018-11-19,Lake Hoare,0.3852731247991323
2018-11-19,East Lake Bonney,0.3417690180242062
2018-11-19,West Lake Bonney,0.3807794096320866
2018-11-23,Lake Fryxell,0.3642369674891232
2018-11-23,Lake Hoare,0.19556438488264885
2018-11-23,East Lake Bonney,NA
2018-11-23,West Lake Bonney,NA
2018-11-24,Lake Fryxell,0.3926194906234741
2018-11-24,Lake Hoare,0.3761386064812543
2018-11-24,East Lake Bonney,0.3425280094891785
2018-11-24,West Lake Bonney,0.37640234783291787
2018-11-26,Lake Fryxell,0.39322365581989294
2018-11-26,Lake Hoare,0.36240591868758215
2018-11-26,East Lake Bonney,0.34922041498124606
2018-11-26,West Lake Bonney,0.38740441702306266
2018-11-28,Lake Fryxell,0.4068908243626356
2018-11-28,Lake Hoare,0.36994605064392067
2018-11-28,East Lake Bonney,0.3458839848637581
2018-11-28,West Lake Bonney,0.39297538749873634
2018-11-30,Lake Fryxell,0.39025389708578584
2018-11-30,Lake Hoare,0.3665771737694738
2018-11-30,East Lake Bonney,0.3421586555242539
2018-11-30,West Lake Bonney,0.3894328450411558
2018-12-05,Lake Fryxell,0.38551806218922136
2018-12-05,Lake Hoare,0.42892898865044127
2018-12-05,East Lake Bonney,0.39542225509881973
2018-12-05,West Lake Bonney,0.4387575933337212
2018-12-30,Lake Fryxell,0.49106370449066145
2018-12-30,Lake Hoare,0.4456720082089305
2018-12-30,East Lake Bonney,0.49780686117708645
2018-12-30,West Lake Bonney,0.5264016033709047
2019-01-01,Lake Fryxell,0.43901396177709107
2019-01-01,Lake Hoare,0.4046338333189489
2019-01-01,East Lake Bonney,0.46105153799056986
2019-01-01,West Lake Bonney,0.4803349517285821
2019-01-04,Lake Fryxell,0.43364955306053166
2019-01-04,Lake Hoare,0.40125705506652565
2019-01-04,East Lake Bonney,0.45987234562635393
2019-01-04,West Lake Bonney,0.4982293035089966
2019-01-06,Lake Fryxell,0.4355508204549553
2019-01-06,Lake Hoare,0.4069097083806995
2019-01-06,East Lake Bonney,0.47299458578228926
2019-01-06,West Lake Bonney,0.5003867290914056
2019-01-10,Lake Fryxell,0.41388998843729485
2019-01-10,Lake Hoare,NA
2019-01-10,East Lake Bonney,NA
2019-01-10,West Lake Bonney,NA
2019-01-11,Lake Fryxell,0.40049548134207724
2019-01-11,Lake Hoare,0.3493337876349689
2019-01-11,East Lake Bonney,0.43276570029556777
2019-01-11,West Lake Bonney,0.5089455249905589
2019-01-15,Lake Fryxell,0.463872326388955
2019-01-15,Lake Hoare,0.41448419567197536
2019-01-15,East Lake Bonney,0.45542537972331043
2019-01-15,West Lake Bonney,0.48167533561587317
2019-01-24,Lake Fryxell,0.4692209585011004
2019-01-24,Lake Hoare,0.42432232700288275
2019-01-24,East Lake Bonney,0.41598426297307
2019-01-24,West Lake Bonney,0.43511559695005436
2019-01-26,Lake Fryxell,0.44097679466009126
2019-01-26,Lake Hoare,NA
2019-01-26,East Lake Bonney,NA
2019-01-26,West Lake Bonney,NA
2019-11-06,Lake Fryxell,0.35533756352961043
2019-11-06,Lake Hoare,0.2635380798578261
2019-11-06,East Lake Bonney,0.3235400702059268
2019-11-06,West Lake Bonney,0.34547573253512376
2019-11-08,Lake Fryxell,0.35091212257742865
2019-11-08,Lake Hoare,0.2639738432317972
2019-11-08,East Lake Bonney,0.3166161461919548
2019-11-08,West Lake Bonney,0.3400501270592211
2019-11-10,Lake Fryxell,0.3444474843889476
2019-11-10,Lake Hoare,NA
