date,lake,sediment
2016-11-04,eastlobe,0.26321996529483177
2016-11-04,hoare,0.3242082486218888
2016-11-04,fryxell,0.39846291524668764
2016-11-04,westlobe,0.25096691678979677
2016-11-06,eastlobe,0.25698767035785547
2016-11-06,hoare,0.3292218755351186
2016-11-06,fryxell,0.4011035720258981
2016-11-06,westlobe,0.24401633060640845
2016-11-08,eastlobe,0.24469178030060326
2016-11-08,hoare,0.3104085886105905
2016-11-08,fryxell,0.37775854868607345
2016-11-08,westlobe,0.23410456870441151
2016-11-13,eastlobe,0.25784466680966983
2016-11-13,hoare,0.241453295105863
2016-11-13,fryxell,0.3850730346929714
2016-11-13,westlobe,0.23686458392091642
2016-11-15,eastlobe,0.2501291161982563
2016-11-15,hoare,0.3277616487691781
2016-11-15,fryxell,0.37361281101902055
2016-11-15,westlobe,0.23885758023387213
2016-12-10,eastlobe,0.2581975037273426
2016-12-10,hoare,0.446778566357163
2016-12-10,fryxell,0.5850551517224973
2016-12-10,westlobe,0.24628342470085357
2016-12-13,eastlobe,0.27169953940643216
2016-12-13,hoare,0.3938261492715917
2016-12-13,fryxell,0.5498943813724627
2016-12-13,westlobe,0.25771047126639746
2016-12-15,eastlobe,0.27724884015404594
2016-12-15,hoare,0.37373917697204545
2016-12-15,fryxell,0.5389827346139464
2016-12-15,westlobe,0.2639317692337963
2016-12-17,eastlobe,0.2645797517688746
2016-12-17,hoare,0.3087561635962773
2016-12-17,fryxell,0.522344084928432
2016-12-17,westlobe,0.25166802418268874
2016-12-19,eastlobe,NA
2016-12-19,hoare,NA
2016-12-19,fryxell,0.4780794150009736
2016-12-19,westlobe,NA
2016-12-24,eastlobe,0.3023073079519818
2016-12-24,hoare,0.3602274855060694
2016-12-24,fryxell,0.422992337677213
2016-12-24,westlobe,0.27874951256830266
2017-01-02,eastlobe,0.3077071867055356
2017-01-02,hoare,0.357170395362706
2017-01-02,fryxell,0.38942665064086246
2017-01-02,westlobe,0.27565098464212917
2017-01-11,eastlobe,0.3076888984565926
2017-01-11,hoare,0.35449377018958456
2017-01-11,fryxell,0.39459136644999315
2017-01-11,westlobe,0.27655687182222005
2017-01-14,eastlobe,0.3095230206971365
2017-01-14,hoare,0.33524544303201786
2017-01-14,fryxell,0.3562991948260186
2017-01-14,westlobe,0.26645401906176125
2017-01-18,eastlobe,0.3210557470719034
2017-01-18,hoare,0.3666219100852793
2017-01-18,fryxell,0.3993402717842011
2017-01-18,westlobe,0.2789553790410716
2017-01-25,eastlobe,0.2979739374046517
2017-01-25,hoare,0.3484185539765477
2017-01-25,fryxell,0.40448695734143203
2017-01-25,westlobe,0.264518000397051
2017-01-27,eastlobe,0.2944925370398499
2017-01-27,hoare,0.3416488650399772
2017-01-27,fryxell,0.3971618471294616
2017-01-27,westlobe,0.26336209439201336
2017-01-30,eastlobe,0.288326409529481
2017-01-30,hoare,0.34028285579135203
2017-01-30,fryxell,0.4012883061005014
2017-01-30,westlobe,0.25633299199427556
2017-02-01,eastlobe,0.28011057386381716
2017-02-01,hoare,0.33057395745896606
2017-02-01,fryxell,0.38909477029409917
2017-02-01,westlobe,NA
2017-11-04,eastlobe,0.08312144114782928
2017-11-04,hoare,0.20906581383404785
2017-11-04,fryxell,0.4239338667069859
2017-11-04,westlobe,NA
2017-11-07,eastlobe,0.3495165521278995
2017-11-07,hoare,0.31205304532001493
2017-11-07,fryxell,0.4242432942820914
2017-11-07,westlobe,0.27882308337239675
2017-11-18,eastlobe,0.3265034016097601
2017-11-18,hoare,0.39918811183009173
2017-11-18,fryxell,0.4494839900856192
2017-11-18,westlobe,0.2686816499511023
2017-11-20,eastlobe,NA
2017-11-20,hoare,0.0630423631330933
2017-11-20,fryxell,0.4233307021525193
2017-11-20,westlobe,NA
2017-11-21,eastlobe,0.31606310769501766
2017-11-21,hoare,0.38745614743895196
2017-11-21,fryxell,0.42685233208867995
2017-11-21,westlobe,0.2627794566529754
2017-11-25,eastlobe,0.30343001115239526
2017-11-25,hoare,0.36388008305595937
2017-11-25,fryxell,0.38757192430811
2017-11-25,westlobe,0.26157836881868457
2017-11-27,eastlobe,0.2977960431699948
2017-11-27,hoare,0.35416169645058004
2017-11-27,fryxell,0.37585949398991253
2017-11-27,westlobe,0.2591835442194593
2017-11-30,eastlobe,0.3347793240845189
2017-11-30,hoare,0.38088944094876437
2017-11-30,fryxell,0.3880139362977587
2017-11-30,westlobe,0.2939401949813348
2017-12-02,eastlobe,0.30027756340801764
2017-12-02,hoare,0.35644832253456116
2017-12-02,fryxell,0.37157057114773484
2017-12-02,westlobe,0.2728190580451924
2017-12-07,eastlobe,0.3239268633640454
2017-12-07,hoare,0.433403562116957
2017-12-07,fryxell,0.36146573796040526
2017-12-07,westlobe,0.2773291047478522
2017-12-16,eastlobe,0.30723685459544137
2017-12-16,hoare,0.4288947954318592
2017-12-16,fryxell,0.4668843660338041
2017-12-16,westlobe,0.27424534957074087
2017-12-23,eastlobe,0.32400575596839265
2017-12-23,hoare,0.4451093194509576
2017-12-23,fryxell,0.4884092361231635
2017-12-23,westlobe,0.2865330069383345
2018-01-03,eastlobe,0.3349968778838715
2018-01-03,hoare,0.3917777541942052
2018-01-03,fryxell,0.4086914442107102
2018-01-03,westlobe,0.28214062505666165
2018-01-05,eastlobe,0.3434984762676896
2018-01-05,hoare,0.39138143693821165
2018-01-05,fryxell,0.40822207407405214
2018-01-05,westlobe,0.26083227854543783
2018-01-07,eastlobe,NA
2018-01-07,hoare,NA
2018-01-07,fryxell,0.4086275786823688
2018-01-07,westlobe,NA
2018-01-10,eastlobe,0.34954497088574826
2018-01-10,hoare,0.4018275348759372
2018-01-10,fryxell,0.4730058756263736
2018-01-10,westlobe,0.31557839786932596
2018-01-12,eastlobe,0.3356175968589051
2018-01-12,hoare,0.40512877156337246
2018-01-12,fryxell,0.4711969272047291
2018-01-12,westlobe,0.2954419088860364
2018-01-14,eastlobe,0.3285198694053608
2018-01-14,hoare,0.38595730912768095
2018-01-14,fryxell,0.43769498567200055
2018-01-14,westlobe,0.2824501841846434
2018-01-19,eastlobe,0.3292522102842739
2018-01-19,hoare,0.38953292421582864
2018-01-19,fryxell,0.4417535957280106
2018-01-19,westlobe,0.282114744535937
2018-01-26,eastlobe,0.3288680826127527
2018-01-26,hoare,0.4077407063709401
2018-01-26,fryxell,0.5448091642061883
2018-01-26,westlobe,0.27994205094413765
2018-01-30,eastlobe,0.31421278987493706
2018-01-30,hoare,0.3884497394909466
2018-01-30,fryxell,0.5024336512676542
2018-01-30,westlobe,0.27004769042042065
2018-11-05,eastlobe,0.27218229843924263
2018-11-05,hoare,0.3401071806914266
2018-11-05,fryxell,0.4277581976933585
2018-11-05,westlobe,0.23455927539386737
2018-11-07,eastlobe,0.1593445109899593
2018-11-07,hoare,0.26500975273092875
2018-11-07,fryxell,0.390195819251242
2018-11-07,westlobe,NA
2018-11-08,eastlobe,0.2796029927374594
2018-11-08,hoare,0.3388509764439548
2018-11-08,fryxell,0.38151110584537057
2018-11-08,westlobe,0.24087351728000736
2018-11-12,eastlobe,0.2627050557235888
2018-11-12,hoare,0.39165360799266286
2018-11-12,fryxell,0.39284212683637776
2018-11-12,westlobe,0.23255162404183266
2018-11-17,eastlobe,0.25638970319181775
2018-11-17,hoare,0.36298452868229647
2018-11-17,fryxell,0.3924634043292857
2018-11-17,westlobe,0.22788289726056488
2018-11-19,eastlobe,0.2648966228796379
2018-11-19,hoare,0.33644107193168554
2018-11-19,fryxell,0.38414996950576685
2018-11-19,westlobe,0.2349148695667589
2018-11-23,eastlobe,0.16051536235480443
2018-11-23,hoare,0.2135068746037281
2018-11-23,fryxell,0.3428829396350523
2018-11-23,westlobe,NA
2018-11-24,eastlobe,0.2609352324033776
2018-11-24,hoare,0.32742813778006596
2018-11-24,fryxell,0.36819452389246804
2018-11-24,westlobe,0.23390076041313662
2018-11-26,eastlobe,0.2670028032321065
2018-11-26,hoare,0.3210284824131263
2018-11-26,fryxell,0.36589599726514793
2018-11-26,westlobe,0.24288139907114162
2018-11-28,eastlobe,0.2661076228486168
2018-11-28,hoare,0.33402352430340204
2018-11-28,fryxell,0.3763372189220448
2018-11-28,westlobe,0.24462907086183938
2018-11-30,eastlobe,0.2639278071539262
2018-11-30,hoare,0.33626501746475895
2018-11-30,fryxell,0.3634893722087144
2018-11-30,westlobe,0.24313480725718659
2018-12-05,eastlobe,0.29400476001203146
2018-12-05,hoare,0.38723364990618453
2018-12-05,fryxell,0.3594802985919836
2018-12-05,westlobe,0.262713240772303
2018-12-30,eastlobe,0.34245091993361804
2018-12-30,hoare,0.3809286912696251
2018-12-30,fryxell,0.4475303598203584
2018-12-30,westlobe,0.2962894968320558
2019-01-01,eastlobe,0.3201885467643524
2019-01-01,hoare,0.3491909383734087
2019-01-01,fryxell,0.40713396797991314
2019-01-01,westlobe,0.2732089814028638
2019-01-04,eastlobe,0.3189764388733437
2019-01-04,hoare,0.34599049744092597
2019-01-04,fryxell,0.4030676945961186
2019-01-04,westlobe,0.28100610687684785
2019-01-06,eastlobe,0.3287206935799763
2019-01-06,hoare,0.3537692258051704
2019-01-06,fryxell,0.4069691884931576
2019-01-06,westlobe,0.28352787741632407
2019-01-10,eastlobe,NA
2019-01-10,hoare,NA
2019-01-10,fryxell,0.38696049596286286
2019-01-10,westlobe,NA
2019-01-11,eastlobe,0.3135811726169458
2019-01-11,hoare,0.31409270706276193
2019-01-11,fryxell,0.382525278156005
2019-01-11,westlobe,0.3021701756036961
2019-01-15,eastlobe,0.3198103899136191
2019-01-15,hoare,0.3568571871643238
2019-01-15,fryxell,0.42901275474163897
2019-01-15,westlobe,0.2763519385898561
2019-01-24,eastlobe,0.2993456135193514
2019-01-24,hoare,0.36667628452595635
2019-01-24,fryxell,0.4347894940401112
2019-01-24,westlobe,0.25749239635504495
2019-01-26,eastlobe,NA
2019-01-26,hoare,NA
2019-01-26,fryxell,0.40340750567614947
2019-01-26,westlobe,NA
