date,lake,sediment
2019-11-08,East Lake Bonney,0.6513820092074626
2019-11-08,Lake Hoare,0.5585226001661168
2019-11-08,Lake Fryxell,0.31365508705848155
2019-11-08,West Lake Bonney,0.753463864358494
2019-11-10,East Lake Bonney,1.0000000000000002
2019-11-10,Lake Hoare,0.6527865412429175
2019-11-10,Lake Fryxell,0.3128941763193828
2019-11-10,West Lake Bonney,NA
2019-11-11,East Lake Bonney,0.614440534817202
2019-11-11,Lake Hoare,0.5246496775419235
2019-11-11,Lake Fryxell,0.29551261240003457
2019-11-11,West Lake Bonney,0.72985314130547
2019-11-15,East Lake Bonney,0.6495837479033874
2019-11-15,Lake Hoare,0.3334731980229623
2019-11-15,Lake Fryxell,0.281168595318607
2019-11-15,West Lake Bonney,0.7574063178727173
2019-11-17,East Lake Bonney,0.59103381322594
2019-11-17,Lake Hoare,0.3111378882282132
2019-11-17,Lake Fryxell,0.28487043283461566
2019-11-17,West Lake Bonney,0.7755492582437458
2019-11-24,East Lake Bonney,0.3849760072390479
2019-11-24,Lake Hoare,0.48655331011234515
2019-11-24,Lake Fryxell,0.24770545088558307
2019-11-24,West Lake Bonney,0.4526716797328093
2019-11-26,East Lake Bonney,NA
2019-11-26,Lake Hoare,NA
2019-11-26,Lake Fryxell,0.49792444535387254
2019-11-26,West Lake Bonney,NA
2019-11-27,East Lake Bonney,0.4730628945062895
2019-11-27,Lake Hoare,0.3601203335906288
2019-11-27,Lake Fryxell,0.2291323900307065
2019-11-27,West Lake Bonney,0.5760133697757968
2019-12-03,East Lake Bonney,0.44003252923739095
2019-12-03,Lake Hoare,0.30609398446448266
2019-12-03,Lake Fryxell,0.18609062887082586
2019-12-03,West Lake Bonney,0.5578632608404908
2019-12-17,East Lake Bonney,0.48529068778892
2019-12-17,Lake Hoare,0.31001568278204905
2019-12-17,Lake Fryxell,0.13496381961581014
2019-12-17,West Lake Bonney,0.6078485322311747
2019-12-24,East Lake Bonney,0.4588257712966953
2019-12-24,Lake Hoare,0.3229889680286721
2019-12-24,Lake Fryxell,0.1682360971597846
2019-12-24,West Lake Bonney,0.5616412306922367
2019-12-26,East Lake Bonney,0.45562252640437256
2019-12-26,Lake Hoare,0.32473572549476026
2019-12-26,Lake Fryxell,0.1759564019118264
2019-12-26,West Lake Bonney,0.5562358863671386
2019-12-31,East Lake Bonney,0.43293469363481013
2019-12-31,Lake Hoare,0.3800995616370946
2019-12-31,Lake Fryxell,0.16725625913672906
2019-12-31,West Lake Bonney,0.5210793829153418
2020-01-02,East Lake Bonney,0.4509267265404499
2020-01-02,Lake Hoare,0.3268830464088081
2020-01-02,Lake Fryxell,0.15821815591096222
2020-01-02,West Lake Bonney,0.5556952369459444
2020-01-11,East Lake Bonney,0.44938219203179663
2020-01-11,Lake Hoare,0.2891181417996786
2020-01-11,Lake Fryxell,0.1366931765645817
2020-01-11,West Lake Bonney,0.5513634483114529
2020-01-20,East Lake Bonney,0.44990497611583874
2020-01-20,Lake Hoare,0.2834291652319308
2020-01-20,Lake Fryxell,0.14556026580576592
2020-01-20,West Lake Bonney,0.5549643511510387
2020-10-30,East Lake Bonney,0.8314743572354192
2020-10-30,Lake Hoare,0.49924498783647075
2020-10-30,Lake Fryxell,0.4029260078446032
2020-10-30,West Lake Bonney,0.8856574408022975
2020-11-15,East Lake Bonney,0.7426063115412275
2020-11-15,Lake Hoare,0.4304018509182001
2020-11-15,Lake Fryxell,0.3701593393360607
2020-11-15,West Lake Bonney,0.8090812721158529
2020-11-17,East Lake Bonney,0.7697094882504828
2020-11-17,Lake Hoare,0.4254919189636324
2020-11-17,Lake Fryxell,0.37244686561737644
2020-11-17,West Lake Bonney,0.8208335808514868
2020-11-19,East Lake Bonney,0.7443639723297008
2020-11-19,Lake Hoare,0.41046836897044864
2020-11-19,Lake Fryxell,0.35810009002497056
2020-11-19,West Lake Bonney,0.7960906101956934
2020-11-24,East Lake Bonney,0.7083600116393423
2020-11-24,Lake Hoare,0.3882489022166934
