time,depth,temperature,thickness,Iteration
2016-12-01T07:15:00Z,0,297.979,3.88,1
2016-12-01T08:15:00Z,0,297.979,3.8798204984045555,2
2016-12-01T09:15:00Z,0,297.31899999999996,3.8796607348053502,3
2016-12-01T10:15:00Z,0,296.857,3.8795022157364722,4
2016-12-01T11:15:00Z,0,296.472,3.879343580129591,5
2016-12-01T12:15:00Z,0,292.32500000000005,3.879184848517756,6
2016-12-01T13:15:00Z,0,292.226,3.8790260284342137,7
2016-12-01T14:15:00Z,0,292.13800000000003,3.8788671290100614,8
2016-12-01T15:15:00Z,0,290.60900000000004,3.878708155628878,9
2016-12-01T16:15:00Z,0,290.433,3.8785491136410184,10
2016-12-01T17:15:00Z,0,290.51,3.878390006958159,11
2016-12-01T18:15:00Z,0,290.72999999999996,3.8782308392169322,12
2016-12-01T19:15:00Z,0,292.27000000000004,3.877976483481418,13
2016-12-01T20:15:00Z,0,293.392,3.877356691152357,14
2016-12-01T21:15:00Z,0,293.843,3.8768922354609456,15
2016-12-01T22:15:00Z,0,294.448,3.8761306349261226,16
2016-12-01T23:15:00Z,0,294.096,3.87529456124751,17
2016-12-02T00:15:00Z,0,293.89799999999997,3.874697677369442,18
2016-12-02T01:15:00Z,0,293.90900000000005,3.873968718755764,19
2016-12-02T02:15:00Z,0,295.35,3.8728007453696423,20
2016-12-02T03:15:00Z,0,296.087,3.871817259846637,21
2016-12-02T04:15:00Z,0,296.01,3.870982871994428,22
2016-12-02T05:15:00Z,0,296.49399999999997,3.869994859405614,23
2016-12-02T06:15:00Z,0,297.44,3.8692201290879202,24
2016-12-02T07:15:00Z,0,296.747,3.8690133371232904,25
2016-12-02T08:15:00Z,0,297.253,3.8684691826905357,26
2016-12-02T09:15:00Z,0,296.087,3.8683052106517937,27
2016-12-02T10:15:00Z,0,295.834,3.868106637032711,28
2016-12-02T11:15:00Z,0,295.515,3.867943362006497,29
2016-12-02T12:15:00Z,0,295.185,3.867780313240992,30
2016-12-02T13:15:00Z,0,297.05499999999995,3.867617409987476,31
2016-12-02T14:15:00Z,0,296.175,3.8674546330180606,32
2016-12-02T15:15:00Z,0,295.625,3.8672919539985404,33
2016-12-02T16:15:00Z,0,295.504,3.8671293592885023,34
2016-12-02T17:15:00Z,0,295.262,3.866966834114033,35
2016-12-02T18:15:00Z,0,297.363,3.8668043689771983,36
2016-12-02T19:15:00Z,0,298.837,3.8666131267178114,37
2016-12-02T20:15:00Z,0,299.54100000000005,3.8663359499639505,38
2016-12-02T21:15:00Z,0,299.464,3.8660952738744023,39
2016-12-02T22:15:00Z,0,300.02500000000003,3.8653423060175807,40
2016-12-02T23:15:00Z,0,298.067,3.8651789459034602,41
2016-12-03T00:15:00Z,0,297.539,3.864573180367111,42
2016-12-03T01:15:00Z,0,297.858,3.863892241896318,43
2016-12-03T02:15:00Z,0,297.715,3.8633010274274997,44
2016-12-03T03:15:00Z,0,298.606,3.862457860934089,45
2016-12-03T04:15:00Z,0,298.496,3.861889593797828,46
2016-12-03T05:15:00Z,0,298.661,3.86118578709744,47
2016-12-03T06:15:00Z,0,297.308,3.861020751071754,48
2016-12-03T07:15:00Z,0,297.363,3.860540141819913,49
2016-12-03T08:15:00Z,0,297.836,3.8599989180034284,50
2016-12-03T09:15:00Z,0,297.48400000000004,3.8596332262649855,51
2016-12-03T10:15:00Z,0,296.956,3.859468483191951,52
2016-12-03T11:15:00Z,0,296.64799999999997,3.859304080077046,53
2016-12-03T12:15:00Z,0,295.636,3.8591398637048617,54
2016-12-03T13:15:00Z,0,295.229,3.858975798551194,55
2016-12-03T14:15:00Z,0,295.383,3.8588118494039803,56
2016-12-03T15:15:00Z,0,294.954,3.8586479987119007,57
2016-12-03T16:15:00Z,0,294.43699999999995,3.858484230198424,58
2016-12-03T17:15:00Z,0,293.38100000000003,3.8583205331944477,59
2016-12-03T18:15:00Z,0,294.36,3.858156898170685,60
2016-12-03T19:15:00Z,0,297.58299999999997,3.8573245092743123,61
2016-12-03T20:15:00Z,0,297.77000000000004,3.857117018717585,62
2016-12-03T21:15:00Z,0,298.089,3.8567453017223827,63
2016-12-03T22:15:00Z,0,299.01300000000003,3.8561929216908855,64
2016-12-03T23:15:00Z,0,298.672,3.8558390992296534,65
2016-12-04T00:15:00Z,0,298.705,3.855331714686749,66
2016-12-04T01:15:00Z,0,298.93600000000004,3.854569391186127,67
2016-12-04T02:15:00Z,0,298.892,3.8538672996461574,68
2016-12-04T03:15:00Z,0,298.606,3.85315053546653,69
2016-12-04T04:15:00Z,0,298.474,3.8525050481555043,70
2016-12-04T05:15:00Z,0,297.95700000000005,3.852135512761552,71
2016-12-04T06:15:00Z,0,297.704,3.851969583989915,72
2016-12-04T07:15:00Z,0,296.296,3.8518040552944868,73
2016-12-04T08:15:00Z,0,295.504,3.851638760570062,74
2016-12-04T09:15:00Z,0,295.394,3.8513674336778436,75
2016-12-04T10:15:00Z,0,295.372,3.8511826216247846,76
2016-12-04T11:15:00Z,0,295.009,3.8510176434287757,77
2016-12-04T12:15:00Z,0,295.042,3.8508527904099714,78
2016-12-04T13:15:00Z,0,295.856,3.850589355707724,79
2016-12-04T14:15:00Z,0,296.043,3.8504245362765457,80
2016-12-04T15:15:00Z,0,296.05400000000003,3.8502598593079664,81
2016-12-04T16:15:00Z,0,296.10900000000004,3.849927118290437,82
2016-12-04T17:15:00Z,0,296.043,3.8497075688173217,83
2016-12-04T18:15:00Z,0,296.01,3.849430631649451,84
2016-12-04T19:15:00Z,0,296.549,3.849210842756776,85
2016-12-04T20:15:00Z,0,296.34,3.849024834997083,86
2016-12-04T21:15:00Z,0,296.10900000000004,3.848860207161903,87
2016-12-04T22:15:00Z,0,297.231,3.8483710175358996,88
2016-12-04T23:15:00Z,0,297.671,3.8479136710036395,89
2016-12-05T00:15:00Z,0,298.089,3.8471949733734263,90
2016-12-05T01:15:00Z,0,296.956,3.846844378963086,91
2016-12-05T02:15:00Z,0,297.022,3.8463869406938946,92
2016-12-05T03:15:00Z,0,297.14300000000003,3.8457198672979764,93
2016-12-05T04:15:00Z,0,297.82500000000005,3.8446041010147547,94
2016-12-05T05:15:00Z,0,297.748,3.8438801201725292,95
2016-12-05T06:15:00Z,0,298.32,3.8434063730026273,96
2016-12-05T07:15:00Z,0,298.452,3.8427407091659194,97
2016-12-05T08:15:00Z,0,298.089,3.8424346165330165,98
2016-12-05T09:15:00Z,0,298.408,3.8422193216608527,99
