date,lake,ice_abundance,sediment_abundance,buffer_distance,season
2017-11-30,East Lake Bonney,94.97170308918027,5.02829691081974,150,Summer 2017
2017-11-30,West Lake Bonney,87.85016530874934,12.14983469125066,150,Summer 2017
2017-12-02,East Lake Bonney,85.40637057680794,14.593629423192056,150,Summer 2017
2017-12-02,West Lake Bonney,87.78545152956767,12.214548470432328,150,Summer 2017
2017-12-07,East Lake Bonney,85.19628545310522,14.803714546894774,150,Summer 2017
2017-12-07,West Lake Bonney,87.9256926257667,12.074307374233307,150,Summer 2017
2017-12-16,East Lake Bonney,82.2646261414254,17.73537385857461,150,Summer 2017
2017-12-16,West Lake Bonney,92.48872179914768,7.511278200852334,150,Summer 2017
2017-12-23,East Lake Bonney,94.89121603814033,5.108783961859675,150,Summer 2017
2017-12-23,West Lake Bonney,97.08954685677121,2.910453143228808,150,Summer 2017
2018-01-03,East Lake Bonney,100,1.1102230246251562e-14,150,Summer 2017
2018-01-03,West Lake Bonney,98.12489457219168,1.8751054278083101,150,Summer 2017
2018-01-05,East Lake Bonney,100.00000000000004,-4.440892098500626e-14,150,Summer 2017
2018-01-05,West Lake Bonney,98.9154265077546,1.084573492245388,150,Summer 2017
2018-01-10,East Lake Bonney,83.50292730466178,16.497072695338222,150,Summer 2017
2018-01-10,West Lake Bonney,98.65679154163875,1.3432084583612331,150,Summer 2017
2018-01-12,East Lake Bonney,92.60318781001484,7.3968121899851695,150,Summer 2017
2018-01-12,West Lake Bonney,98.6789518490858,1.321048150914205,150,Summer 2017
2018-01-14,East Lake Bonney,99.14711062623442,0.8528893737655749,150,Summer 2017
2018-01-14,West Lake Bonney,98.71069255391389,1.289307446086118,150,Summer 2017
2018-01-19,East Lake Bonney,99.14060966401111,0.859390335988896,150,Summer 2017
2018-01-19,West Lake Bonney,98.49461845802686,1.505381541973138,150,Summer 2017
2018-01-26,East Lake Bonney,99.77971846735379,0.220281532646204,150,Summer 2017
2018-01-26,West Lake Bonney,98.35066584923462,1.6493341507653798,150,Summer 2017
2018-01-30,East Lake Bonney,99.67666509014764,0.32333490985234603,150,Summer 2017
2018-01-30,West Lake Bonney,98.11304270006383,1.886957299936154,150,Summer 2017
2018-11-05,East Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2018
2018-11-05,West Lake Bonney,99.94445867244896,0.055541327551034136,150,Summer 2018
2018-11-08,East Lake Bonney,96.69032558350123,3.3096744164987637,150,Summer 2018
2018-11-08,West Lake Bonney,99.6715054184318,0.328494581568195,150,Summer 2018
2018-11-12,East Lake Bonney,93.55187333738084,6.448126662619158,150,Summer 2018
2018-11-12,West Lake Bonney,99.32688833253567,0.6731116674643209,150,Summer 2018
2018-11-17,East Lake Bonney,94.22174988452724,5.77825011547276,150,Summer 2018
2018-11-17,West Lake Bonney,99.62515227556452,0.374847724435489,150,Summer 2018
2018-11-19,East Lake Bonney,92.03178338538947,7.968216614610513,150,Summer 2018
2018-11-19,West Lake Bonney,99.29154343713272,0.708456562867265,150,Summer 2018
2018-11-24,East Lake Bonney,92.33212628737783,7.6678737126221534,150,Summer 2018
2018-11-24,West Lake Bonney,98.49909611975963,1.500903880240378,150,Summer 2018
2018-11-26,East Lake Bonney,84.01721968376565,15.982780316234358,150,Summer 2018
2018-11-26,West Lake Bonney,90.37164510382364,9.628354896176372,150,Summer 2018
2018-11-28,East Lake Bonney,80.41880524263861,19.581194757361384,150,Summer 2018
2018-11-28,West Lake Bonney,90.9781995924238,9.021800407576196,150,Summer 2018
2018-11-30,East Lake Bonney,81.45028849356734,18.549711506432665,150,Summer 2018
2018-11-30,West Lake Bonney,92.37127795998819,7.628722040011815,150,Summer 2018
2018-12-05,East Lake Bonney,78.12262528950421,21.87737471049579,150,Summer 2018
2018-12-05,West Lake Bonney,90.33944799190115,9.660552008098843,150,Summer 2018
2018-12-30,East Lake Bonney,99.3197106029223,0.6802893970777041,150,Summer 2018
2018-12-30,West Lake Bonney,99.49803641019248,0.501963589807508,150,Summer 2018
2019-01-01,East Lake Bonney,99.64499086254108,0.35500913745892804,150,Summer 2018
2019-01-01,West Lake Bonney,99.46915219038381,0.5308478096161859,150,Summer 2018
2019-01-04,East Lake Bonney,96.91116466820536,3.0888353317946478,150,Summer 2018
2019-01-04,West Lake Bonney,99.26951739009016,0.730482609909843,150,Summer 2018
2019-01-06,East Lake Bonney,98.59130186171612,1.4086981382838921,150,Summer 2018
2019-01-06,West Lake Bonney,99.54463855854148,0.45536144145853497,150,Summer 2018
2019-01-11,East Lake Bonney,79.31460110924098,20.68539889075902,150,Summer 2018
2019-01-11,West Lake Bonney,99.63140543753396,0.368594562466029,150,Summer 2018
2019-01-15,East Lake Bonney,98.80662904928684,1.193370950713168,150,Summer 2018
2019-01-15,West Lake Bonney,99.43633788040098,0.563662119599017,150,Summer 2018
2019-01-24,East Lake Bonney,99.62978185793652,0.370218142063494,150,Summer 2018
2019-01-24,West Lake Bonney,99.5010684796936,0.498931520306411,150,Summer 2018
2019-11-06,East Lake Bonney,98.19679711819825,1.803202881801768,150,Summer 2019
2019-11-06,West Lake Bonney,99.99999999999994,5.551115123125784e-14,150,Summer 2019
2019-11-08,East Lake Bonney,97.55461563340236,2.445384366597647,150,Summer 2019
2019-11-08,West Lake Bonney,100,1.1102230246251562e-14,150,Summer 2019
2019-11-11,East Lake Bonney,98.08359531318848,1.9164046868115119,150,Summer 2019
2019-11-11,West Lake Bonney,99.99827275442084,0.0017272455791639274,150,Summer 2019
2019-11-15,East Lake Bonney,98.43346199916112,1.566538000838879,150,Summer 2019
2019-11-15,West Lake Bonney,99.90937959552755,0.09062040447245234,150,Summer 2019
2019-11-17,East Lake Bonney,99.63777588489118,0.362224115108822,150,Summer 2019
2019-11-17,West Lake Bonney,99.10771537241766,0.8922846275823401,150,Summer 2019
2019-11-24,East Lake Bonney,89.17062173293641,10.829378267063584,150,Summer 2019
2019-11-24,West Lake Bonney,99.21477369411235,0.7852263058876541,150,Summer 2019
2019-11-27,East Lake Bonney,82.02692501546565,17.973074984534342,150,Summer 2019
2019-11-27,West Lake Bonney,99.79278685680359,0.207213143196394,150,Summer 2019
2019-12-03,East Lake Bonney,87.68759466098182,12.312405339018184,150,Summer 2019
2019-12-03,West Lake Bonney,99.77659294923404,0.22340705076595502,150,Summer 2019
2019-12-17,East Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2019
2019-12-17,West Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2019
2019-12-24,East Lake Bonney,99.8648724712007,0.135127528799294,150,Summer 2019
2019-12-24,West Lake Bonney,100,1.1102230246251562e-14,150,Summer 2019
2019-12-26,East Lake Bonney,99.34380653192676,0.656193468073229,150,Summer 2019
2019-12-26,West Lake Bonney,99.99999999999997,2.220446049250313e-14,150,Summer 2019
2019-12-31,East Lake Bonney,99.49789711406865,0.502102885931365,150,Summer 2019
2019-12-31,West Lake Bonney,99.98609173491681,0.013908265083184546,150,Summer 2019
2020-01-02,East Lake Bonney,98.16354220007231,1.8364577999276928,150,Summer 2019
2020-01-02,West Lake Bonney,99.98133906657978,0.01866093342022257,150,Summer 2019
2020-01-11,East Lake Bonney,95.58278975410744,4.417210245892555,150,Summer 2019
2020-01-11,West Lake Bonney,99.74584395999172,0.25415604000829,150,Summer 2019
2020-01-20,East Lake Bonney,96.00732513282185,3.9926748671781467,150,Summer 2019
2020-01-20,West Lake Bonney,99.91903269131043,0.08096730868956126,150,Summer 2019
2020-10-30,East Lake Bonney,99.75951321286948,0.240486787130522,150,Summer 2020
2020-10-30,West Lake Bonney,99.99999999999993,7.771561172376097e-14,150,Summer 2020
2020-11-15,East Lake Bonney,95.81310124083473,4.18689875916528,150,Summer 2020
2020-11-15,West Lake Bonney,100,1.1102230246251562e-14,150,Summer 2020
2020-11-17,East Lake Bonney,95.4631148918011,4.536885108198896,150,Summer 2020
2020-11-17,West Lake Bonney,100,1.1102230246251562e-14,150,Summer 2020
2020-11-19,East Lake Bonney,95.462290432409,4.537709567590998,150,Summer 2020
2020-11-19,West Lake Bonney,99.93651018359466,0.06348981640533768,150,Summer 2020
2020-11-24,East Lake Bonney,79.24087234466187,20.759127655338126,150,Summer 2020
2020-11-24,West Lake Bonney,98.60918587873888,1.390814121261108,150,Summer 2020
2020-11-26,East Lake Bonney,71.3970870421453,28.6029129578547,150,Summer 2020
2020-11-26,West Lake Bonney,97.0345931785336,2.9654068214663867,150,Summer 2020
2020-11-29,East Lake Bonney,72.39087537077555,27.609124629224446,150,Summer 2020
2020-11-29,West Lake Bonney,97.90831127165612,2.091688728343876,150,Summer 2020
2020-12-01,East Lake Bonney,73.72046540114403,26.279534598855967,150,Summer 2020
2020-12-01,West Lake Bonney,97.51277711945656,2.4872228805434378,150,Summer 2020
2020-12-03,East Lake Bonney,79.6217713956624,20.37822860433759,150,Summer 2020
2020-12-03,West Lake Bonney,97.97287773201238,2.027122267987624,150,Summer 2020
2020-12-08,East Lake Bonney,98.78290176066692,1.217098239333069,150,Summer 2020
2020-12-08,West Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2020
2020-12-10,East Lake Bonney,99.41184470574916,0.588155294250836,150,Summer 2020
2020-12-10,West Lake Bonney,100,1.1102230246251562e-14,150,Summer 2020
2020-12-15,East Lake Bonney,98.48963505319882,1.5103649468011788,150,Summer 2020
2020-12-15,West Lake Bonney,100,1.1102230246251562e-14,150,Summer 2020
2020-12-21,East Lake Bonney,98.7401149613554,1.2598850386445921,150,Summer 2020
2020-12-21,West Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2020
2020-12-24,East Lake Bonney,96.92635746563056,3.073642534369425,150,Summer 2020
2020-12-24,West Lake Bonney,99.99999999999994,5.551115123125784e-14,150,Summer 2020
2021-01-13,East Lake Bonney,97.69952785029425,2.3004721497057448,150,Summer 2020
2021-01-13,West Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2020
2021-01-16,East Lake Bonney,92.62080571427647,7.3791942857235115,150,Summer 2020
2021-01-16,West Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2020
2021-01-18,East Lake Bonney,97.22961906757143,2.770380932428573,150,Summer 2020
2021-01-18,West Lake Bonney,100.00000000000003,-2.220446049250313e-14,150,Summer 2020
2021-01-22,East Lake Bonney,97.72300483330268,2.276995166697326,150,Summer 2020
2021-01-22,West Lake Bonney,99.99999999999994,5.551115123125784e-14,150,Summer 2020
2021-02-01,East Lake Bonney,91.45270416494895,8.547295835051028,150,Summer 2020
2021-02-01,West Lake Bonney,99.99999999999994,5.551115123125784e-14,150,Summer 2020
2021-10-31,East Lake Bonney,84.60183891236846,15.398161087631534,150,Summer 2021
2021-10-31,West Lake Bonney,96.71864006973352,3.281359930266492,150,Summer 2021
2021-11-04,East Lake Bonney,81.50110605143584,18.49889394856417,150,Summer 2021
2021-11-04,West Lake Bonney,96.90344778450701,3.0965522154930087,150,Summer 2021
2021-11-09,East Lake Bonney,74.0923184036046,25.907681596395406,150,Summer 2021
2021-11-09,West Lake Bonney,96.58995813934658,3.4100418606534233,150,Summer 2021
2021-11-11,East Lake Bonney,76.89823304007669,23.10176695992331,150,Summer 2021
2021-11-11,West Lake Bonney,96.52002434918454,3.479975650815459,150,Summer 2021
2021-11-20,East Lake Bonney,69.63076173460676,30.36923826539324,150,Summer 2021
2021-11-20,West Lake Bonney,95.66011644023553,4.339883559764468,150,Summer 2021
2021-12-02,East Lake Bonney,59.386216856320964,40.613783143679036,150,Summer 2021
2021-12-02,West Lake Bonney,99.81136713215992,0.188632867840066,150,Summer 2021
2021-12-04,East Lake Bonney,63.0077715619295,36.9922284380705,150,Summer 2021
2021-12-04,West Lake Bonney,95.83592391019452,4.164076089805479,150,Summer 2021
2021-12-06,East Lake Bonney,56.069537885973965,43.93046211402604,150,Summer 2021
2021-12-06,West Lake Bonney,99.90577854674022,0.0942214532597796,150,Summer 2021
2021-12-08,East Lake Bonney,71.32595466212767,28.674045337872332,150,Summer 2021
2021-12-08,West Lake Bonney,99.85626688665357,0.143733113346422,150,Summer 2021
2021-12-11,East Lake Bonney,95.07341188741856,4.926588112581454,150,Summer 2021
2021-12-11,West Lake Bonney,99.92739768501532,0.07260231498469327,150,Summer 2021
2021-12-18,East Lake Bonney,93.48769852189628,6.5123014781037325,150,Summer 2021
2021-12-18,West Lake Bonney,99.50253119748426,0.497468802515743,150,Summer 2021
2021-12-20,East Lake Bonney,83.69948766043153,16.300512339568474,150,Summer 2021
2021-12-20,West Lake Bonney,97.15209803655308,2.847901963446908,150,Summer 2021
2021-12-22,East Lake Bonney,84.3611868712153,15.638813128784701,150,Summer 2021
2021-12-22,West Lake Bonney,97.57775585208384,2.422244147916163,150,Summer 2021
2021-12-24,East Lake Bonney,93.36662122946088,6.633378770539123,150,Summer 2021
2021-12-24,West Lake Bonney,97.67259888667527,2.327401113324723,150,Summer 2021
2022-01-05,East Lake Bonney,53.89913913183951,46.10086086816049,150,Summer 2021
2022-01-05,West Lake Bonney,93.3477091477964,6.652290852203602,150,Summer 2021
2022-01-07,East Lake Bonney,62.606285475179746,37.393714524820254,150,Summer 2021
2022-01-07,West Lake Bonney,92.49754298482712,7.502457015172881,150,Summer 2021
2022-01-12,East Lake Bonney,68.07577250816456,31.92422749183543,150,Summer 2021
2022-01-12,West Lake Bonney,96.6829168868406,3.3170831131593905,150,Summer 2021
2022-01-14,East Lake Bonney,68.49340080507562,31.506599194924377,150,Summer 2021
2022-01-14,West Lake Bonney,98.02123274256968,1.978767257430314,150,Summer 2021
2022-01-16,East Lake Bonney,73.4157320710265,26.584267928973503,150,Summer 2021
2022-01-16,West Lake Bonney,98.62894812647363,1.371051873526374,150,Summer 2021
2022-01-19,East Lake Bonney,65.80177043443841,34.19822956556159,150,Summer 2021
2022-01-19,West Lake Bonney,93.77730069086925,6.222699309130741,150,Summer 2021
2022-01-25,East Lake Bonney,55.45818154403372,44.54181845596627,150,Summer 2021
2022-01-25,West Lake Bonney,99.78570676702884,0.21429323297117397,150,Summer 2021
2022-01-28,East Lake Bonney,66.91644635887862,33.08355364112139,150,Summer 2021
2022-01-28,West Lake Bonney,100,0,150,Summer 2021
2022-11-14,East Lake Bonney,35.460089859770164,64.53991014022984,150,Summer 2022
2022-11-14,West Lake Bonney,98.23494070816385,1.7650592918361458,150,Summer 2022
2022-11-16,East Lake Bonney,30.76514144665059,69.23485855334941,150,Summer 2022
2022-11-16,West Lake Bonney,97.85669520489245,2.143304795107548,150,Summer 2022
2022-11-19,East Lake Bonney,37.05764247452533,62.94235752547467,150,Summer 2022
2022-11-19,West Lake Bonney,97.99046699855587,2.00953300144413,150,Summer 2022
2022-11-21,East Lake Bonney,33.71345139536896,66.28654860463104,150,Summer 2022
2022-11-21,West Lake Bonney,98.11816035622975,1.881839643770244,150,Summer 2022
2022-11-23,East Lake Bonney,35.2229953089856,64.7770046910144,150,Summer 2022
2022-11-23,West Lake Bonney,97.74939875521544,2.250601244784567,150,Summer 2022
2022-11-28,East Lake Bonney,48.034660815259485,51.965339184740515,150,Summer 2022
2022-11-28,West Lake Bonney,99.19839053531044,0.8016094646895671,150,Summer 2022
2022-12-05,East Lake Bonney,61.3566002135833,38.6433997864167,150,Summer 2022
2022-12-05,West Lake Bonney,95.55041070781995,4.449589292180045,150,Summer 2022
2022-12-11,East Lake Bonney,52.022786175561784,47.977213824438216,150,Summer 2022
2022-12-11,West Lake Bonney,96.01070389137504,3.9892961086249725,150,Summer 2022
2022-12-16,East Lake Bonney,71.33124865766973,28.668751342330268,150,Summer 2022
2022-12-16,West Lake Bonney,94.76854230496832,5.231457695031671,150,Summer 2022
2022-12-18,East Lake Bonney,66.5558374754197,33.444162524580314,150,Summer 2022
2022-12-18,West Lake Bonney,95.03602861979876,4.963971380201237,150,Summer 2022
2023-01-03,East Lake Bonney,55.35378357480014,44.64621642519986,150,Summer 2022
2023-01-03,West Lake Bonney,97.26281603188016,2.7371839681198487,150,Summer 2022
2023-01-10,East Lake Bonney,51.02544499830507,48.97455500169493,150,Summer 2022
2023-01-10,West Lake Bonney,98.8893257424192,1.11067425758079,150,Summer 2022
2023-01-15,East Lake Bonney,57.547942182998376,42.452057817001624,150,Summer 2022
2023-01-15,West Lake Bonney,99.83087822476251,0.16912177523747898,150,Summer 2022
2023-01-22,East Lake Bonney,66.73104508879155,33.26895491120846,150,Summer 2022
2023-01-22,West Lake Bonney,99.9616160990264,0.03838390097359312,150,Summer 2022
2023-01-24,East Lake Bonney,65.48422350909405,34.51577649090595,150,Summer 2022
2023-01-24,West Lake Bonney,99.9938660029257,0.006133997074297959,150,Summer 2022
2023-11-17,East Lake Bonney,48.65578309702537,51.34421690297464,150,Summer 2023
2023-11-17,West Lake Bonney,100.00000000000004,-4.440892098500626e-14,150,Summer 2023
2023-11-19,East Lake Bonney,48.87447153104366,51.12552846895634,150,Summer 2023
2023-11-19,West Lake Bonney,100,0,150,Summer 2023
2023-12-05,East Lake Bonney,68.23216377762998,31.767836222370015,150,Summer 2023
2023-12-05,West Lake Bonney,99.71064258678936,0.289357413210644,150,Summer 2023
2023-12-19,East Lake Bonney,74.75618024969188,25.243819750308116,150,Summer 2023
2023-12-19,West Lake Bonney,99.99454222701488,0.005457772985106857,150,Summer 2023
2023-12-28,East Lake Bonney,78.13142080426697,21.86857919573304,150,Summer 2023
2023-12-28,West Lake Bonney,99.98329634367013,0.016703656329863925,150,Summer 2023
2023-12-30,East Lake Bonney,75.71347940261613,24.286520597383877,150,Summer 2023
2023-12-30,West Lake Bonney,100.00000000000009,-6.661338147750939e-14,150,Summer 2023
2024-01-04,East Lake Bonney,68.87432936648057,31.12567063351943,150,Summer 2023
2024-01-04,West Lake Bonney,100,0,150,Summer 2023
2024-01-13,East Lake Bonney,75.00893971234193,24.99106028765807,150,Summer 2023
2024-01-13,West Lake Bonney,100,0,150,Summer 2023
2024-01-22,East Lake Bonney,62.51453765331796,37.48546234668204,150,Summer 2023
2024-01-22,West Lake Bonney,100.00000000000004,-4.440892098500626e-14,150,Summer 2023
2024-11-12,East Lake Bonney,61.72910326761456,38.27089673238544,150,Summer 2024
2024-11-12,West Lake Bonney,97.36082152180614,2.63917847819386,150,Summer 2024
2024-11-14,East Lake Bonney,74.38845133307296,25.611548666927042,150,Summer 2024
2024-11-14,West Lake Bonney,97.77743574521256,2.22256425478744,150,Summer 2024
2024-11-21,East Lake Bonney,60.32475798275365,39.67524201724635,150,Summer 2024
2024-11-21,West Lake Bonney,97.32688950339572,2.6731104966042687,150,Summer 2024
2024-12-21,East Lake Bonney,69.66485516863658,30.335144831363426,150,Summer 2024
2024-12-21,West Lake Bonney,98.10629673199833,1.893703268001689,150,Summer 2024
2016-11-02,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2016
2016-11-04,Lake Fryxell,100.00000000000003,-2.220446049250313e-14,150,Summer 2016
2016-11-06,Lake Fryxell,100,0,150,Summer 2016
2016-11-08,Lake Fryxell,100.00000000000004,-4.440892098500626e-14,150,Summer 2016
2016-11-13,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2016
2016-11-15,Lake Fryxell,100.00000000000003,-2.220446049250313e-14,150,Summer 2016
2016-11-22,Lake Fryxell,100,0,150,Summer 2016
2016-11-24,Lake Fryxell,95.36668942422001,4.633310575779981,150,Summer 2016
2016-11-27,Lake Fryxell,86.00162499754477,13.998375002455232,150,Summer 2016
2016-12-08,Lake Fryxell,99.83089586568931,0.169104134310671,150,Summer 2016
2016-12-10,Lake Fryxell,99.97132695132495,0.028673048675043056,150,Summer 2016
2016-12-13,Lake Fryxell,100.00000000000004,-4.440892098500626e-14,150,Summer 2016
2016-12-15,Lake Fryxell,100.00000000000003,-2.220446049250313e-14,150,Summer 2016
2016-12-17,Lake Fryxell,100.00000000000003,-2.220446049250313e-14,150,Summer 2016
2016-12-19,Lake Fryxell,100,0,150,Summer 2016
2016-12-24,Lake Fryxell,99.99999999999997,2.220446049250313e-14,150,Summer 2016
2017-01-02,Lake Fryxell,99.99999999999997,2.220446049250313e-14,150,Summer 2016
2017-01-09,Lake Fryxell,100.00000000000009,-6.661338147750939e-14,150,Summer 2016
2017-01-11,Lake Fryxell,99.98075305926017,0.01924694073983657,150,Summer 2016
2017-01-14,Lake Fryxell,99.87449843123336,0.12550156876663898,150,Summer 2016
2017-01-18,Lake Fryxell,99.98596727868718,0.014032721312817742,150,Summer 2016
2017-01-25,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2016
2017-01-27,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2016
2017-01-30,Lake Fryxell,100,1.1102230246251562e-14,150,Summer 2016
2017-11-04,Lake Fryxell,100.00000000000003,-2.220446049250313e-14,150,Summer 2017
2017-11-07,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2017
2017-11-18,Lake Fryxell,99.99999999999993,6.661338147750939e-14,150,Summer 2017
2017-11-20,Lake Fryxell,99.71000556156484,0.289994438435159,150,Summer 2017
2017-11-21,Lake Fryxell,100.00000000000003,-2.220446049250313e-14,150,Summer 2017
2017-11-25,Lake Fryxell,100,1.1102230246251562e-14,150,Summer 2017
2017-11-27,Lake Fryxell,99.99999999999997,2.220446049250313e-14,150,Summer 2017
2017-11-30,Lake Fryxell,99.99999999999996,4.440892098500626e-14,150,Summer 2017
2017-12-02,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2017
2017-12-07,Lake Fryxell,100,1.1102230246251562e-14,150,Summer 2017
2017-12-16,Lake Fryxell,99.91230978547208,0.08769021452791348,150,Summer 2017
2017-12-23,Lake Fryxell,99.88743354828708,0.112566451712914,150,Summer 2017
2018-01-03,Lake Fryxell,99.81884712574272,0.181152874257273,150,Summer 2017
2018-01-05,Lake Fryxell,99.83890129312972,0.161098706870277,150,Summer 2017
2018-01-07,Lake Fryxell,99.77465922828108,0.225340771718929,150,Summer 2017
2018-01-10,Lake Fryxell,99.13079925563774,0.869200744362264,150,Summer 2017
2018-01-12,Lake Fryxell,98.8607090187694,1.139290981230611,150,Summer 2017
2018-01-14,Lake Fryxell,99.24287937104184,0.757120628958152,150,Summer 2017
2018-01-19,Lake Fryxell,98.46312665864197,1.536873341358024,150,Summer 2017
2018-01-26,Lake Fryxell,99.56339846542772,0.436601534572267,150,Summer 2017
2018-01-30,Lake Fryxell,98.98865275695076,1.011347243049243,150,Summer 2017
2018-11-05,Lake Fryxell,99.77147073614394,0.22852926385605798,150,Summer 2018
2018-11-07,Lake Fryxell,99.99999999999997,2.220446049250313e-14,150,Summer 2018
2018-11-08,Lake Fryxell,99.99999999999996,3.3306690738754696e-14,150,Summer 2018
2018-11-12,Lake Fryxell,100,0,150,Summer 2018
2018-11-17,Lake Fryxell,99.94524381097568,0.05475618902430757,150,Summer 2018
2018-11-19,Lake Fryxell,99.9198786320124,0.08012136798759562,150,Summer 2018
2018-11-24,Lake Fryxell,99.89216802982432,0.107831970175675,150,Summer 2018
2018-11-26,Lake Fryxell,99.85186615030372,0.148133849696285,150,Summer 2018
2018-11-28,Lake Fryxell,99.83066143167856,0.169338568321431,150,Summer 2018
2018-11-30,Lake Fryxell,99.53652224818367,0.463477751816332,150,Summer 2018
2018-12-05,Lake Fryxell,99.74533233234426,0.254667667655739,150,Summer 2018
2018-12-19,Lake Fryxell,100.00000000000004,-4.440892098500626e-14,150,Summer 2018
2018-12-25,Lake Fryxell,99.99999999999993,7.771561172376097e-14,150,Summer 2018
2018-12-30,Lake Fryxell,98.96397292978199,1.036027070218015,150,Summer 2018
2019-01-01,Lake Fryxell,97.83583838368524,2.1641616163147517,150,Summer 2018
2019-01-04,Lake Fryxell,97.79455686130089,2.205443138699114,150,Summer 2018
2019-01-06,Lake Fryxell,97.37699283847836,2.623007161521629,150,Summer 2018
2019-01-10,Lake Fryxell,97.04988032407172,2.9501196759282857,150,Summer 2018
2019-01-11,Lake Fryxell,97.7302867051696,2.269713294830411,150,Summer 2018
2019-01-15,Lake Fryxell,97.82218589457577,2.177814105424236,150,Summer 2018
2019-01-24,Lake Fryxell,97.42120698121812,2.5787930187818877,150,Summer 2018
2019-01-26,Lake Fryxell,96.76848844149323,3.231511558506772,150,Summer 2018
2019-01-27,Lake Fryxell,97.14189969484168,2.8581003051583167,150,Summer 2018
2019-11-04,Lake Fryxell,91.87557507673336,8.124424923266648,150,Summer 2019
2019-11-06,Lake Fryxell,100,0,150,Summer 2019
2019-11-08,Lake Fryxell,100.00000000000004,-4.440892098500626e-14,150,Summer 2019
2019-11-10,Lake Fryxell,99.98959340392828,0.01040659607171035,150,Summer 2019
2019-11-11,Lake Fryxell,99.98550138697212,0.014498613027869034,150,Summer 2019
2019-11-15,Lake Fryxell,99.6350710672777,0.364928932722297,150,Summer 2019
2019-11-17,Lake Fryxell,99.87096878767817,0.12903121232185,150,Summer 2019
2019-11-24,Lake Fryxell,99.88916193669216,0.110838063307849,150,Summer 2019
2019-11-26,Lake Fryxell,99.9762400332492,0.023759966750802608,150,Summer 2019
2019-11-27,Lake Fryxell,100,1.1102230246251562e-14,150,Summer 2019
2019-12-03,Lake Fryxell,97.5048044912219,2.495195508778103,150,Summer 2019
2019-12-10,Lake Fryxell,99.99999999999994,5.551115123125784e-14,150,Summer 2019
2019-12-12,Lake Fryxell,100,0,150,Summer 2019
2019-12-17,Lake Fryxell,99.92985896744848,0.07014103255152948,150,Summer 2019
2019-12-24,Lake Fryxell,99.35300352947492,0.646996470525085,150,Summer 2019
2019-12-26,Lake Fryxell,99.29848784501004,0.701512154989958,150,Summer 2019
2019-12-29,Lake Fryxell,97.7698062603763,2.230193739623698,150,Summer 2019
2019-12-31,Lake Fryxell,99.31134713056818,0.6886528694318159,150,Summer 2019
2020-01-02,Lake Fryxell,97.65061891382229,2.349381086177715,150,Summer 2019
2020-01-11,Lake Fryxell,97.519583392685007,2.480416607315005,150,Summer 2019
2020-01-20,Lake Fryxell,96.74630808543404,3.2536919145659593,150,Summer 2019
2020-10-30,Lake Fryxell,98.8075019243276,1.192498075672388,150,Summer 2020
2020-11-08,Lake Fryxell,99.92998198431717,0.07001801568284893,150,Summer 2020
2020-11-15,Lake Fryxell,19.281776591473378,80.71822340852663,150,Summer 2020
2020-11-17,Lake Fryxell,46.503167493716965,53.496832506283035,150,Summer 2020
2020-11-19,Lake Fryxell,84.87083422786115,15.129165772138853,150,Summer 2020
2020-11-24,Lake Fryxell,78.78033554716811,21.2196644528319,150,Summer 2020
2020-11-26,Lake Fryxell,49.7461060893709,50.25389391062911,150,Summer 2020
2020-11-28,Lake Fryxell,27.12611058547145,72.87388941452855,150,Summer 2020
2020-11-29,Lake Fryxell,17.09567387873601,82.90432612126399,150,Summer 2020
2020-12-01,Lake Fryxell,15.043517258186409,84.95648274181359,150,Summer 2020
2020-12-03,Lake Fryxell,16.77069059175962,83.22930940824038,150,Summer 2020
2020-12-08,Lake Fryxell,78.16485133560053,21.835148664399473,150,Summer 2020
2020-12-10,Lake Fryxell,72.50856348277536,27.491436517224642,150,Summer 2020
2020-12-14,Lake Fryxell,66.02872798845873,33.971272011541274,150,Summer 2020
2020-12-15,Lake Fryxell,89.13171168215315,10.868288317846853,150,Summer 2020
2020-12-21,Lake Fryxell,90.06120335389538,9.93879664610462,150,Summer 2020
2020-12-24,Lake Fryxell,95.93250471725253,4.067495282747468,150,Summer 2020
2020-12-26,Lake Fryxell,95.23302203627868,4.7669779637213185,150,Summer 2020
2020-12-30,Lake Fryxell,97.22741619563514,2.772583804364858,150,Summer 2020
2021-01-06,Lake Fryxell,95.1253941096566,4.874605890343397,150,Summer 2020
2021-01-13,Lake Fryxell,93.5713639163236,6.428636083676387,150,Summer 2020
