date,lake,sediment,ice_abundance,sediment_abundance
2016-11-02,East Lake Bonney,0.7089975460418793,0.7089975460418793,0.29100245395812074
2016-11-02,West Lake Bonney,0.8577285624706228,0.8577285624706228,0.1422714375293772
2016-11-04,East Lake Bonney,0.7196213603041947,0.7196213603041947,0.28037863969580534
2016-11-04,West Lake Bonney,0.8557490545125976,0.8557490545125976,0.14425094548740236
2016-11-06,East Lake Bonney,0.7117499214393633,0.7117499214393633,0.28825007856063667
2016-11-06,West Lake Bonney,0.8467083226628893,0.8467083226628893,0.1532916773371107
2016-11-08,East Lake Bonney,0.6953118107496368,0.6953118107496368,0.30468818925036323
2016-11-08,West Lake Bonney,0.8246971739279737,0.8246971739279737,0.1753028260720263
2016-11-15,East Lake Bonney,0.7013081744965869,0.7013081744965869,0.2986918255034131
2016-11-15,West Lake Bonney,0.8179241617262571,0.8179241617262571,0.18207583827374285
2016-12-10,East Lake Bonney,0.8015330834733975,0.8015330834733975,0.19846691652660253
2016-12-10,West Lake Bonney,0.9126194488693711,0.9126194488693711,0.08738055113062893
2016-12-13,East Lake Bonney,0.7950823118572553,0.7950823118572553,0.2049176881427447
2016-12-13,West Lake Bonney,0.905385573261094,0.905385573261094,0.09461442673890597
2016-12-15,East Lake Bonney,0.7564012632653833,0.7564012632653833,0.24359873673461674
2016-12-15,West Lake Bonney,0.8653440586434825,0.8653440586434825,0.13465594135651748
2016-12-17,East Lake Bonney,0.6988228046429381,0.6988228046429381,0.3011771953570619
2016-12-17,West Lake Bonney,0.8597436430515273,0.8597436430515273,0.14025635694847272
2016-12-24,East Lake Bonney,0.8169780109220657,0.8169780109220657,0.18302198907793432
2016-12-24,West Lake Bonney,0.9156742265599312,0.9156742265599312,0.08432577344006875
2017-01-02,East Lake Bonney,0.8451605659996205,0.8451605659996205,0.15483943400037947
2017-01-02,West Lake Bonney,0.9252391910712756,0.9252391910712756,0.07476080892872439
2017-01-11,East Lake Bonney,0.8190998397120571,0.8190998397120571,0.18090016028794287
2017-01-11,West Lake Bonney,0.9060286715323133,0.9060286715323133,0.09397132846768674
2017-01-14,East Lake Bonney,0.8520869244715777,0.8520869244715777,0.14791307552842226
2017-01-14,West Lake Bonney,0.88787241947508,0.88787241947508,0.11212758052492
2017-01-18,East Lake Bonney,0.856585889325148,0.856585889325148,0.143414110674852
2017-01-18,West Lake Bonney,0.8925023170337639,0.8925023170337639,0.10749768296623607
2017-01-25,East Lake Bonney,0.816024815688674,0.816024815688674,0.18397518431132598
2017-01-25,West Lake Bonney,0.8806309748066748,0.8806309748066748,0.11936902519332515
2017-01-27,East Lake Bonney,0.8056827586005975,0.8056827586005975,0.19431724139940254
2017-01-27,West Lake Bonney,0.8825331881481753,0.8825331881481753,0.11746681185182473
2017-01-30,East Lake Bonney,0.7959599361041876,0.7959599361041876,0.20404006389581242
2017-01-30,West Lake Bonney,0.8646303104002115,0.8646303104002115,0.13536968959978846
2017-11-07,East Lake Bonney,0.8791542958428042,0.8791542958428042,0.12084570415719575
2017-11-07,West Lake Bonney,0.810502844682973,0.810502844682973,0.18949715531702704
2017-11-18,East Lake Bonney,0.8650988140829022,0.8650988140829022,0.13490118591709777
2017-11-18,West Lake Bonney,0.8164328367485293,0.8164328367485293,0.1835671632514707
2017-11-21,East Lake Bonney,0.7969068663181308,0.7969068663181308,0.2030931336818692
2017-11-21,West Lake Bonney,0.8161475595333978,0.8161475595333978,0.1838524404666022
2017-11-25,East Lake Bonney,0.8514375021721166,0.8514375021721166,0.14856249782788344
2017-11-25,West Lake Bonney,0.8660356324549239,0.8660356324549239,0.13396436754507612
2017-11-27,East Lake Bonney,0.8733626262269771,0.8733626262269771,0.12663737377302287
2017-11-27,West Lake Bonney,0.8985684088043329,0.8985684088043329,0.10143159119566714
2017-11-30,East Lake Bonney,0.8765574836344271,0.8765574836344271,0.12344251636557291
2017-11-30,West Lake Bonney,0.8962295772980078,0.8962295772980078,0.10377042270199222
2017-12-02,East Lake Bonney,0.7995396761740954,0.7995396761740954,0.20046032382590462
2017-12-02,West Lake Bonney,0.9047527229575443,0.9047527229575443,0.09524727704245572
2017-12-07,East Lake Bonney,0.834840801836617,0.834840801836617,0.16515919816338298
2017-12-07,West Lake Bonney,0.7696958917588775,0.7696958917588775,0.23030410824112246
2017-12-16,East Lake Bonney,0.9010266409542073,0.9010266409542073,0.09897335904579274
2017-12-16,West Lake Bonney,0.9356196108353467,0.9356196108353467,0.06438038916465327
2017-12-23,East Lake Bonney,0.8885098073062262,0.8885098073062262,0.1114901926937738
2017-12-23,West Lake Bonney,0.9365869421198201,0.9365869421198201,0.06341305788017992
2018-01-03,East Lake Bonney,0.9530954502960695,0.9530954502960695,0.04690454970393054
2018-01-03,West Lake Bonney,0.9455810270026868,0.9455810270026868,0.05441897299731324
2018-01-05,East Lake Bonney,0.9950720333608317,0.9950720333608317,0.00492796663916828
2018-01-05,West Lake Bonney,0.9482667628644688,0.9482667628644688,0.05173323713553124
2018-01-10,East Lake Bonney,0.84545171795188,0.84545171795188,0.15454828204812
2018-01-10,West Lake Bonney,0.9609044633982332,0.9609044633982332,0.03909553660176679
2018-01-12,East Lake Bonney,0.87320965458535,0.87320965458535,0.12679034541464995
2018-01-12,West Lake Bonney,0.9364653105861674,0.9364653105861674,0.06353468941383256
2018-01-14,East Lake Bonney,0.920923436825221,0.920923436825221,0.07907656317477896
2018-01-14,West Lake Bonney,0.9346348192470746,0.9346348192470746,0.06536518075292541
2018-01-19,East Lake Bonney,0.9215689307095428,0.9215689307095428,0.07843106929045718
2018-01-19,West Lake Bonney,0.9263087767416984,0.9263087767416984,0.07369122325830157
2018-01-26,East Lake Bonney,0.9224786461849139,0.9224786461849139,0.07752135381508607
2018-01-26,West Lake Bonney,0.9101356349565001,0.9101356349565001,0.08986436504349993
2018-01-30,East Lake Bonney,0.9135823926042713,0.9135823926042713,0.08641760739572868
2018-01-30,West Lake Bonney,0.8963697362052716,0.8963697362052716,0.1036302637947284
2018-11-05,East Lake Bonney,0.8557980746942547,0.8557980746942547,0.14420192530574527
2018-11-05,West Lake Bonney,0.855454997978569,0.855454997978569,0.14454500202143095
2018-11-08,East Lake Bonney,0.807309338391845,0.807309338391845,0.19269066160815496
2018-11-08,West Lake Bonney,0.7886605398050436,0.7886605398050436,0.21133946019495642
2018-11-12,East Lake Bonney,0.7942581865477167,0.7942581865477167,0.20574181345228326
2018-11-12,West Lake Bonney,0.7727405737211839,0.7727405737211839,0.22725942627881612
2018-11-17,East Lake Bonney,0.7836084444607798,0.7836084444607798,0.21639155553922018
2018-11-17,West Lake Bonney,0.7730418025224112,0.7730418025224112,0.22695819747758883
2018-11-19,East Lake Bonney,0.7850971718592824,0.7850971718592824,0.2149028281407176
2018-11-19,West Lake Bonney,0.7765311108564201,0.7765311108564201,0.22346888914357987
2018-11-24,East Lake Bonney,0.8436747369047152,0.8436747369047152,0.15632526309528483
2018-11-24,West Lake Bonney,0.8604923024725071,0.8604923024725071,0.13950769752749292
2018-11-26,East Lake Bonney,0.8125174160269463,0.8125174160269463,0.18748258397305373
2018-11-26,West Lake Bonney,0.8543545539600781,0.8543545539600781,0.1456454460399219
2018-11-28,East Lake Bonney,0.7638263622367365,0.7638263622367365,0.2361736377632635
2018-11-28,West Lake Bonney,0.83860966089299,0.83860966089299,0.16139033910700995
2018-11-30,East Lake Bonney,0.7686026627109889,0.7686026627109889,0.23139733728901113
2018-11-30,West Lake Bonney,0.8415843590709224,0.8415843590709224,0.15841564092907756
2018-12-05,East Lake Bonney,0.8358398954106147,0.8358398954106147,0.16416010458938535
2018-12-05,West Lake Bonney,0.8706845180099964,0.8706845180099964,0.12931548199000364
2018-12-30,East Lake Bonney,0.8680214955192833,0.8680214955192833,0.13197850448071669
2018-12-30,West Lake Bonney,0.8986092980898106,0.8986092980898106,0.1013907019101894
2019-01-01,East Lake Bonney,0.8795963701667184,0.8795963701667184,0.12040362983328157
2019-01-01,West Lake Bonney,0.8879387218213588,0.8879387218213588,0.1120612781786412
2019-01-04,East Lake Bonney,0.8441305132384536,0.8441305132384536,0.15586948676154644
2019-01-04,West Lake Bonney,0.8877918073917481,0.8877918073917481,0.11220819260825188
2019-01-06,East Lake Bonney,0.8798252560402595,0.8798252560402595,0.12017474395974048
2019-01-06,West Lake Bonney,0.8865328443233134,0.8865328443233134,0.11346715567668664
2019-01-11,East Lake Bonney,0.7668552388182777,0.7668552388182777,0.23314476118172234
2019-01-11,West Lake Bonney,0.8944646890856429,0.8944646890856429,0.10553531091435708
2019-01-15,East Lake Bonney,0.8668469602210886,0.8668469602210886,0.13315303977891135
2019-01-15,West Lake Bonney,0.8827472929047192,0.8827472929047192,0.1172527070952808
2019-01-24,East Lake Bonney,0.8657336474029865,0.8657336474029865,0.13426635259701347
2019-01-24,West Lake Bonney,0.8608763009801575,0.8608763009801575,0.13912369901984245
2019-11-06,East Lake Bonney,0.869385998962324,0.869385998962324,0.13061400103767595
2019-11-06,West Lake Bonney,0.8505711392810842,0.8505711392810842,0.1494288607189158
2019-11-08,East Lake Bonney,0.8711711828591225,0.8711711828591225,0.12882881714087746
2019-11-08,West Lake Bonney,0.8611722485090766,0.8611722485090766,0.1388277514909234
2019-11-11,East Lake Bonney,0.871476363193989,0.871476363193989,0.12852363680601098
