date,buffer_distance,lake,sediment
2020-12-10,50,Lake Hoare,0.7264961175247958
2020-12-15,50,Lake Hoare,0.4093984735591002
2020-12-21,50,Lake Hoare,0.36782736595824095
2020-12-24,50,Lake Hoare,0.3027326035927172
2021-01-13,50,Lake Hoare,0.2697975486860884
2021-01-16,50,Lake Hoare,0.20677097432910888
2021-01-18,50,Lake Hoare,0.0949450273119615
2021-01-22,50,Lake Hoare,0.11596027509616759
2021-02-01,50,Lake Hoare,0.14711761738659038
2021-10-31,50,Lake Hoare,0.43547921464579803
2021-11-04,50,Lake Hoare,0.40170351018597544
2021-11-09,50,Lake Hoare,0.5728920137565054
2021-11-11,50,Lake Hoare,0.37094122649602734
2021-11-20,50,Lake Hoare,0.6331946087455186
2021-12-02,50,Lake Hoare,0.44481542133139834
2021-12-04,50,Lake Hoare,0.35585411118915866
2021-12-06,50,Lake Hoare,0.5248483449024436
2021-12-08,50,Lake Hoare,0.6042192636706176
2021-12-11,50,Lake Hoare,0.8907948601293438
2021-12-18,50,Lake Hoare,0.6809482743918058
2021-12-20,50,Lake Hoare,0.6159657463669663
2021-12-22,50,Lake Hoare,0.660187749961341
2021-12-24,50,Lake Hoare,0.6731906702729352
2022-01-05,50,Lake Hoare,0.6600172399533981
2022-01-07,50,Lake Hoare,0.6480356537459072
2022-01-12,50,Lake Hoare,0.7304850016283029
2022-01-14,50,Lake Hoare,0.7275343959368042
2022-01-16,50,Lake Hoare,0.7229653068816685
2022-01-19,50,Lake Hoare,0.5099510443119145
2022-01-25,50,Lake Hoare,0.4827017270906999
2022-01-28,50,Lake Hoare,0.48971799419897455
2022-11-14,50,Lake Hoare,0.9627543352364893
2022-11-16,50,Lake Hoare,0.8762504269311886
2022-11-19,50,Lake Hoare,0.5545419753157385
2022-11-21,50,Lake Hoare,0.3249678506039463
2022-11-23,50,Lake Hoare,0.3365710314203906
2022-11-28,50,Lake Hoare,0.8310664442528866
2022-12-05,50,Lake Hoare,0.8884228424017909
2022-12-11,50,Lake Hoare,0.6643777582770097
2022-12-16,50,Lake Hoare,0.8433079992237524
2022-12-18,50,Lake Hoare,0.8221652866891421
2023-01-01,50,Lake Hoare,0.9646866394118377
2023-01-03,50,Lake Hoare,0.7504542417422684
2023-01-10,50,Lake Hoare,0.7123848343331874
2023-01-22,50,Lake Hoare,0.7874002411395826
2023-01-24,50,Lake Hoare,0.712067569976135
2023-11-17,50,Lake Hoare,0.6403935088054529
2023-11-19,50,Lake Hoare,0.5941373366738935
2023-12-05,50,Lake Hoare,0.8612099328383269
2023-12-19,50,Lake Hoare,0.9097908017875829
2023-12-28,50,Lake Hoare,0.9924593632035655
2023-12-30,50,Lake Hoare,0.976095367335197
2024-01-04,50,Lake Hoare,0.8279276316335256
2024-01-22,50,Lake Hoare,0.9999999999999998
2024-11-12,50,Lake Hoare,0.9962700655193613
2024-11-14,50,Lake Hoare,0.9825938795850542
2024-11-21,50,Lake Hoare,0.9999999999999998
2024-12-21,50,Lake Hoare,0.995251462219095
2016-11-02,100,East Lake Bonney,0.7264543687290437
2016-11-02,100,West Lake Bonney,0.9398049431034617
2016-11-04,100,East Lake Bonney,0.7266502672541797
2016-11-04,100,West Lake Bonney,0.9358444379843494
2016-11-06,100,East Lake Bonney,0.7297579905191983
2016-11-06,100,West Lake Bonney,0.9263086252626922
2016-11-08,100,East Lake Bonney,0.7135845160250749
2016-11-08,100,West Lake Bonney,0.9065700312774811
2016-11-15,100,East Lake Bonney,0.6904218649658651
2016-11-15,100,West Lake Bonney,0.8919938628486769
2016-12-10,100,East Lake Bonney,0.771037003359866
2016-12-10,100,West Lake Bonney,0.9266758744940593
2016-12-13,100,East Lake Bonney,0.6431289506656787
2016-12-13,100,West Lake Bonney,0.9577026244850908
2016-12-15,100,East Lake Bonney,0.5398871222252745
2016-12-15,100,West Lake Bonney,0.9644105795406246
2016-12-17,100,East Lake Bonney,0.3596375594999166
2016-12-17,100,West Lake Bonney,0.9687940710870387
2016-12-24,100,East Lake Bonney,0.8083206373839984
2016-12-24,100,West Lake Bonney,0.9585087436907783
2017-01-02,100,East Lake Bonney,0.8915297912476926
2017-01-02,100,West Lake Bonney,0.96089143002406
2017-01-11,100,East Lake Bonney,0.8816282777222513
2017-01-11,100,West Lake Bonney,0.9474823982980773
2017-01-14,100,East Lake Bonney,0.9472951016745197
2017-01-14,100,West Lake Bonney,0.9247917886478146
2017-01-18,100,East Lake Bonney,0.9323009042767461
2017-01-18,100,West Lake Bonney,0.9287852607478555
2017-01-25,100,East Lake Bonney,0.8867838903346483
2017-01-25,100,West Lake Bonney,0.9154433457043805
2017-01-27,100,East Lake Bonney,0.8719647439941209
2017-01-27,100,West Lake Bonney,0.9234744175666615
2017-01-30,100,East Lake Bonney,0.8849662979075014
2017-01-30,100,West Lake Bonney,0.9045682571391772
2017-11-07,100,East Lake Bonney,0.9910728282676554
2017-11-07,100,West Lake Bonney,0.8406880550743407
2017-11-18,100,East Lake Bonney,0.9879949196217872
2017-11-18,100,West Lake Bonney,0.8331175340789231
2017-11-21,100,East Lake Bonney,0.9819926156017482
2017-11-21,100,West Lake Bonney,0.8186291883405591
2017-11-25,100,East Lake Bonney,0.9646742657652632
2017-11-25,100,West Lake Bonney,0.8757608137051269
2017-11-27,100,East Lake Bonney,0.9741313492469168
2017-11-27,100,West Lake Bonney,0.9152819605286806
2017-11-30,100,East Lake Bonney,0.9787440589379582
2017-11-30,100,West Lake Bonney,0.9467139237394887
2017-12-02,100,East Lake Bonney,0.9224657835988266
2017-12-02,100,West Lake Bonney,0.9534302092281718
2017-12-07,100,East Lake Bonney,0.9397341521472896
2017-12-07,100,West Lake Bonney,0.9676247575074852
2017-12-16,100,East Lake Bonney,0.8995412922035535
2017-12-16,100,West Lake Bonney,0.9688255740197254
2017-12-23,100,East Lake Bonney,0.9410615010596903
2017-12-23,100,West Lake Bonney,0.95248030891303
2018-01-03,100,East Lake Bonney,0.9964859875581219
2018-01-03,100,West Lake Bonney,0.9607730224640383
2018-01-05,100,East Lake Bonney,0.9999999999999998
2018-01-05,100,West Lake Bonney,0.9662904270133417
2018-01-10,100,East Lake Bonney,0.857586088533721
2018-01-10,100,West Lake Bonney,0.9790692860499878
2018-01-12,100,East Lake Bonney,0.8921170149548939
2018-01-12,100,West Lake Bonney,0.9558721170052271
2018-01-14,100,East Lake Bonney,0.9522620925051564
2018-01-14,100,West Lake Bonney,0.9616738608158635
2018-01-19,100,East Lake Bonney,0.9494637290335601
2018-01-19,100,West Lake Bonney,0.949904715616291
2018-01-26,100,East Lake Bonney,0.959259430108226
2018-01-26,100,West Lake Bonney,0.9422357526302855
2018-01-30,100,East Lake Bonney,0.9436762983230801
2018-01-30,100,West Lake Bonney,0.9304476026448091
2018-11-05,100,East Lake Bonney,0.9659221490196856
2018-11-05,100,West Lake Bonney,0.9105969759484928
2018-11-08,100,East Lake Bonney,0.8850035221885866
2018-11-08,100,West Lake Bonney,0.8852706367740981
2018-11-12,100,East Lake Bonney,0.8761723076775471
2018-11-12,100,West Lake Bonney,0.8844856590271729
2018-11-17,100,East Lake Bonney,0.8698798240879035
2018-11-17,100,West Lake Bonney,0.8809403172043416
2018-11-19,100,East Lake Bonney,0.8594953248185543
2018-11-19,100,West Lake Bonney,0.8844135219051164
2018-11-24,100,East Lake Bonney,0.91424446510767
2018-11-24,100,West Lake Bonney,0.9416345569065239
2018-11-26,100,East Lake Bonney,0.8899679103207245
2018-11-26,100,West Lake Bonney,0.9303400478175855
2018-11-28,100,East Lake Bonney,0.8298201806254535
2018-11-28,100,West Lake Bonney,0.9064347160070373
2018-11-30,100,East Lake Bonney,0.8278720691498783
2018-11-30,100,West Lake Bonney,0.9075670099063231
2018-12-05,100,East Lake Bonney,0.8067467872151038
2018-12-05,100,West Lake Bonney,0.9176490420645819
2018-12-30,100,East Lake Bonney,0.9389350005589275
2018-12-30,100,West Lake Bonney,0.9473804736014436
2019-01-01,100,East Lake Bonney,0.9527542205314912
2019-01-01,100,West Lake Bonney,0.9437193101071298
2019-01-04,100,East Lake Bonney,0.9004449603441046
2019-01-04,100,West Lake Bonney,0.938606083601135
2019-01-06,100,East Lake Bonney,0.9316788892280851
2019-01-06,100,West Lake Bonney,0.9385823190647219
2019-01-11,100,East Lake Bonney,0.7694814154858306
2019-01-11,100,West Lake Bonney,0.9575717114419581
2019-01-15,100,East Lake Bonney,0.928614916355045
2019-01-15,100,West Lake Bonney,0.9298106569552191
2019-01-24,100,East Lake Bonney,0.9477778676912395
2019-01-24,100,West Lake Bonney,0.9201515791496166
2019-11-06,100,East Lake Bonney,0.968469433459824
2019-11-06,100,West Lake Bonney,0.9944771227488068
2019-11-08,100,East Lake Bonney,0.9648486245628694
2019-11-08,100,West Lake Bonney,0.994502564963044
2019-11-11,100,East Lake Bonney,0.9687332699871092
2019-11-11,100,West Lake Bonney,0.9923799707025246
2019-11-15,100,East Lake Bonney,0.9767583886021309
2019-11-15,100,West Lake Bonney,0.9866307357670974
2019-11-17,100,East Lake Bonney,0.973554233862703
2019-11-17,100,West Lake Bonney,0.9431165972390638
2019-11-24,100,East Lake Bonney,0.8675525730525695
2019-11-24,100,West Lake Bonney,0.9611701366209522
2019-11-27,100,East Lake Bonney,0.7965951453131872
2019-11-27,100,West Lake Bonney,0.96754203101867
2019-12-03,100,East Lake Bonney,0.8247080323936448
2019-12-03,100,West Lake Bonney,0.95211967450102
2019-12-17,100,East Lake Bonney,0.9988775308465242
2019-12-17,100,West Lake Bonney,0.9508386510348676
2019-12-24,100,East Lake Bonney,0.9826758453623424
2019-12-24,100,West Lake Bonney,0.9656367874345496
2019-12-26,100,East Lake Bonney,0.9720591883695324
2019-12-26,100,West Lake Bonney,0.9655586233056892
2019-12-31,100,East Lake Bonney,0.9881600451870385
2019-12-31,100,West Lake Bonney,0.9886810912826716
2020-01-02,100,East Lake Bonney,0.9695229791877744
2020-01-02,100,West Lake Bonney,0.9857086102904372
2020-01-11,100,East Lake Bonney,0.9637279903274849
2020-01-11,100,West Lake Bonney,0.9915777624962056
2020-01-20,100,East Lake Bonney,0.9352193486985777
2020-01-20,100,West Lake Bonney,0.9759910519506546
2020-10-30,100,East Lake Bonney,0.9065196827498109
2020-10-30,100,West Lake Bonney,0.9538183615811904
2020-11-15,100,East Lake Bonney,0.9032942086293141
2020-11-15,100,West Lake Bonney,0.9653534771614182
2020-11-17,100,East Lake Bonney,0.8973240216544213
2020-11-17,100,West Lake Bonney,0.955997920505039
2020-11-19,100,East Lake Bonney,0.923698185733174
2020-11-19,100,West Lake Bonney,0.9661030371947333
2020-11-24,100,East Lake Bonney,0.8473968835557261
2020-11-24,100,West Lake Bonney,0.9834396680823831
2020-11-26,100,East Lake Bonney,0.7973321197849529
2020-11-26,100,West Lake Bonney,0.9687697935203973
2020-11-29,100,East Lake Bonney,0.7749965689406239
2020-11-29,100,West Lake Bonney,0.9670515437278381
2020-12-01,100,East Lake Bonney,0.7929413681530147
2020-12-01,100,West Lake Bonney,0.9621984646478439
2020-12-03,100,East Lake Bonney,0.8168958720689871
2020-12-03,100,West Lake Bonney,0.9730852618439102
2020-12-08,100,East Lake Bonney,0.9481774754848069
2020-12-08,100,West Lake Bonney,0.9761649455569912
2020-12-10,100,East Lake Bonney,0.9739325936827399
2020-12-10,100,West Lake Bonney,0.9778210366993451
2020-12-15,100,East Lake Bonney,0.917969938077509
2020-12-15,100,West Lake Bonney,0.9720292239751767
2020-12-21,100,East Lake Bonney,0.9582749453116722
2020-12-21,100,West Lake Bonney,0.968689844572494
2020-12-24,100,East Lake Bonney,0.9319145485433713
2020-12-24,100,West Lake Bonney,0.9881302860201744
2021-01-13,100,East Lake Bonney,0.9888623685916527
2021-01-13,100,West Lake Bonney,0.9862557147769614
2021-01-16,100,East Lake Bonney,0.9109212791785275
2021-01-16,100,West Lake Bonney,0.9691427179936907
2021-01-18,100,East Lake Bonney,0.9744234720100454
2021-01-18,100,West Lake Bonney,0.9744702470255314
2021-01-22,100,East Lake Bonney,0.99077870622286
2021-01-22,100,West Lake Bonney,0.9790490921346963
2021-02-01,100,East Lake Bonney,0.9105212301044506
2021-02-01,100,West Lake Bonney,0.9551477205483205
2021-10-31,100,East Lake Bonney,0.9089763743055189
2021-10-31,100,West Lake Bonney,0.889504999532099
2021-11-04,100,East Lake Bonney,0.891411470550518
2021-11-04,100,West Lake Bonney,0.892726082703014
2021-11-09,100,East Lake Bonney,0.833197537836485
2021-11-09,100,West Lake Bonney,0.9061087669566588
2021-11-11,100,East Lake Bonney,0.8686132022058245
2021-11-11,100,West Lake Bonney,0.9163507122597985
2021-11-20,100,East Lake Bonney,0.8394144741212605
2021-11-20,100,West Lake Bonney,0.944303984606188
2021-12-02,100,East Lake Bonney,0.65182087630829
2021-12-02,100,West Lake Bonney,0.9407202211932755
2021-12-04,100,East Lake Bonney,0.7313226395337148
2021-12-04,100,West Lake Bonney,0.9326492263236644
2021-12-06,100,East Lake Bonney,0.5950425935008101
2021-12-06,100,West Lake Bonney,0.9600708799779517
2021-12-08,100,East Lake Bonney,0.6946481405538203
2021-12-08,100,West Lake Bonney,0.955830932529583
2021-12-11,100,East Lake Bonney,0.8976949379353159
2021-12-11,100,West Lake Bonney,0.9605459689918596
2021-12-18,100,East Lake Bonney,0.967697622179433
2021-12-18,100,West Lake Bonney,0.9309658508324513
2021-12-20,100,East Lake Bonney,0.9281355300889645
2021-12-20,100,West Lake Bonney,0.9246987478614104
2021-12-22,100,East Lake Bonney,0.9209098397136061
2021-12-22,100,West Lake Bonney,0.9241328007060228
2021-12-24,100,East Lake Bonney,0.9674206730695598
2021-12-24,100,West Lake Bonney,0.9295287345327552
2022-01-05,100,East Lake Bonney,0.736091449385631
2022-01-05,100,West Lake Bonney,0.9419264574868171
2022-01-07,100,East Lake Bonney,0.8098561864207645
2022-01-07,100,West Lake Bonney,0.9512976200230508
2022-01-12,100,East Lake Bonney,0.8365490477516508
2022-01-12,100,West Lake Bonney,0.956733725660956
2022-01-14,100,East Lake Bonney,0.8217073916767931
2022-01-14,100,West Lake Bonney,0.9517721208213401
2022-01-16,100,East Lake Bonney,0.8294357646338815
2022-01-16,100,West Lake Bonney,0.9391099249628753
2022-01-19,100,East Lake Bonney,0.8953256604498113
2022-01-19,100,West Lake Bonney,0.9955091727205099
2022-01-25,100,East Lake Bonney,0.7175507230145312
2022-01-25,100,West Lake Bonney,0.9652244538481489
2022-01-28,100,East Lake Bonney,0.7669506430696057
2022-01-28,100,West Lake Bonney,0.9691390636134092
2022-11-14,100,East Lake Bonney,0.4861176459599589
2022-11-14,100,West Lake Bonney,0.9508518465502309
2022-11-16,100,East Lake Bonney,0.4172928967206673
2022-11-16,100,West Lake Bonney,0.9442378345108189
2022-11-19,100,East Lake Bonney,0.4635886722990342
2022-11-19,100,West Lake Bonney,0.9488190073606377
2022-11-21,100,East Lake Bonney,0.4601120050271442
2022-11-21,100,West Lake Bonney,0.9481230698038325
2022-11-23,100,East Lake Bonney,0.4929384583997014
2022-11-23,100,West Lake Bonney,0.9502233055213475
2022-11-28,100,East Lake Bonney,0.6032634422047692
2022-11-28,100,West Lake Bonney,0.9632948192342398
2022-12-05,100,East Lake Bonney,0.7185104989502112
2022-12-05,100,West Lake Bonney,0.9722189155194889
2022-12-11,100,East Lake Bonney,0.6122832358463935
2022-12-11,100,West Lake Bonney,0.9497163056515945
2022-12-16,100,East Lake Bonney,0.7874610080402451
2022-12-16,100,West Lake Bonney,0.9437189716650305
2022-12-18,100,East Lake Bonney,0.7359223983507623
2022-12-18,100,West Lake Bonney,0.9382607634596822
2023-01-01,100,East Lake Bonney,0.5883582293256501
2023-01-01,100,West Lake Bonney,0.9526539919007133
2023-01-03,100,East Lake Bonney,0.6392326292832626
2023-01-03,100,West Lake Bonney,0.9635008265934565
2023-01-10,100,East Lake Bonney,0.5696335250739194
2023-01-10,100,West Lake Bonney,0.958157460194755
2023-01-22,100,East Lake Bonney,0.6377775833726378
2023-01-22,100,West Lake Bonney,0.9528053887403785
2023-01-24,100,East Lake Bonney,0.6161905673109549
2023-01-24,100,West Lake Bonney,0.9600714964413265
2023-11-17,100,East Lake Bonney,0.5308251838511273
2023-11-17,100,West Lake Bonney,0.96347801987489
2023-11-19,100,East Lake Bonney,0.4851967021069117
2023-11-19,100,West Lake Bonney,0.966854429882497
2023-12-05,100,East Lake Bonney,0.7024619676137355
2023-12-05,100,West Lake Bonney,0.9650570438118068
2023-12-19,100,East Lake Bonney,0.743923095222374
2023-12-19,100,West Lake Bonney,0.9865436552243566
2023-12-28,100,East Lake Bonney,0.7387232738820416
2023-12-28,100,West Lake Bonney,0.9883176180781679
2023-12-30,100,East Lake Bonney,0.7066307768105866
2023-12-30,100,West Lake Bonney,0.993665535719163
2024-01-04,100,East Lake Bonney,0.6826777489720443
2024-01-04,100,West Lake Bonney,0.9933150411788839
2024-01-22,100,East Lake Bonney,0.6347112201894405
2024-01-22,100,West Lake Bonney,0.9794448743540705
2024-11-12,100,East Lake Bonney,0.5914833735970327
2024-11-12,100,West Lake Bonney,0.884534353597689
2024-11-14,100,East Lake Bonney,0.6647752325156177
2024-11-14,100,West Lake Bonney,0.8770817733835092
2024-11-21,100,East Lake Bonney,0.5756950363940634
2024-11-21,100,West Lake Bonney,0.9022949014441798
2024-12-21,100,East Lake Bonney,0.7260108202043457
2024-12-21,100,West Lake Bonney,0.9535015765404022
2016-11-02,100,Lake Fryxell,0.9999999999999993
2016-11-04,100,Lake Fryxell,1.0000000000000002
2016-11-06,100,Lake Fryxell,0.9999999999999997
2016-11-08,100,Lake Fryxell,0.9999999999999996
2016-11-13,100,Lake Fryxell,0.9999999999999999
2016-11-15,100,Lake Fryxell,0.9999999999999998
2016-12-08,100,Lake Fryxell,0.9890956592025085
2016-12-10,100,Lake Fryxell,0.9911159373425367
2016-12-13,100,Lake Fryxell,0.9896389166003489
2016-12-15,100,Lake Fryxell,0.9905705873235449
2016-12-17,100,Lake Fryxell,0.9999999999999998
2016-12-19,100,Lake Fryxell,0.9977634520095983
2016-12-24,100,Lake Fryxell,1
2017-01-02,100,Lake Fryxell,0.9999999999999998
2017-01-09,100,Lake Fryxell,1.0000000000000004
2017-01-11,100,Lake Fryxell,0.9999999999999996
2017-01-14,100,Lake Fryxell,1.0000000000000002
2017-01-18,100,Lake Fryxell,1
2017-01-25,100,Lake Fryxell,0.9999999999999998
2017-01-27,100,Lake Fryxell,0.9999999999999998
2017-01-30,100,Lake Fryxell,1.0000000000000002
2017-11-04,100,Lake Fryxell,0.8635268989038432
2017-11-07,100,Lake Fryxell,0.90167022525907
2017-11-18,100,Lake Fryxell,0.9116401778665351
2017-11-20,100,Lake Fryxell,0.8381417090129157
2017-11-21,100,Lake Fryxell,0.8532702946411935
2017-11-25,100,Lake Fryxell,0.8359873820836892
2017-11-27,100,Lake Fryxell,0.8563142689985159
2017-11-30,100,Lake Fryxell,0.8733961928501144
2017-12-02,100,Lake Fryxell,0.8796428464917782
2017-12-07,100,Lake Fryxell,0.8641060717880756
2017-12-16,100,Lake Fryxell,0.9972951881584414
2017-12-23,100,Lake Fryxell,0.9928905403976414
2018-01-03,100,Lake Fryxell,0.9999999999999997
2018-01-05,100,Lake Fryxell,0.9999999999999999
2018-01-07,100,Lake Fryxell,1
2018-01-10,100,Lake Fryxell,0.9917887165619396
2018-01-12,100,Lake Fryxell,0.9891668741110841
2018-01-14,100,Lake Fryxell,0.9774071050758908
2018-01-19,100,Lake Fryxell,0.9707830338674993
2018-01-26,100,Lake Fryxell,0.9974454977221313
2018-01-30,100,Lake Fryxell,0.9980211034663574
2018-11-05,100,Lake Fryxell,0.8723046156418244
2018-11-07,100,Lake Fryxell,0.9186806420347321
2018-11-08,100,Lake Fryxell,0.8789755288360666
2018-11-12,100,Lake Fryxell,0.8842243616984443
2018-11-17,100,Lake Fryxell,0.9131127327155029
2018-11-19,100,Lake Fryxell,0.8762558327820967
2018-11-24,100,Lake Fryxell,0.9079892289525497
2018-11-26,100,Lake Fryxell,0.9098632976279104
2018-11-28,100,Lake Fryxell,0.9163411241555319
2018-11-30,100,Lake Fryxell,0.8824183258517646
2018-12-05,100,Lake Fryxell,0.8872658969671732
2018-12-19,100,Lake Fryxell,0.9954200443985519
2018-12-25,100,Lake Fryxell,0.8026596414985578
2018-12-30,100,Lake Fryxell,0.8312881406421693
2019-01-01,100,Lake Fryxell,0.8454700355176101
2019-01-04,100,Lake Fryxell,0.8206220443672642
2019-01-06,100,Lake Fryxell,0.8018964408751289
2019-01-10,100,Lake Fryxell,0.8016459152060176
2019-01-11,100,Lake Fryxell,0.7885741620208166
2019-01-15,100,Lake Fryxell,0.8284956307290186
2019-01-24,100,Lake Fryxell,0.8367870725589341
2019-01-26,100,Lake Fryxell,0.8211535611664526
2019-01-27,100,Lake Fryxell,0.8178872110016312
2019-11-04,100,Lake Fryxell,0.5963378963085181
2019-11-06,100,Lake Fryxell,0.5714079314989938
2019-11-08,100,Lake Fryxell,0.5807289297721281
2019-11-10,100,Lake Fryxell,0.5660582321072818
2019-11-11,100,Lake Fryxell,0.5943562885713505
2019-11-15,100,Lake Fryxell,0.5980092500143741
2019-11-17,100,Lake Fryxell,0.586290836895213
2019-11-24,100,Lake Fryxell,0.5951518437513669
2019-11-26,100,Lake Fryxell,0.5893880602616999
2019-11-27,100,Lake Fryxell,0.650965570353251
2019-12-03,100,Lake Fryxell,0.6420250125485553
2019-12-10,100,Lake Fryxell,0.9650492646759118
2019-12-12,100,Lake Fryxell,0.9498116939127591
2019-12-17,100,Lake Fryxell,0.8815360330558698
2019-12-24,100,Lake Fryxell,0.811868078438638
2019-12-26,100,Lake Fryxell,0.8305758269241321
2019-12-29,100,Lake Fryxell,0.899877877430837
2019-12-31,100,Lake Fryxell,0.8221350444085866
2020-01-02,100,Lake Fryxell,0.7513942099723863
2020-01-11,100,Lake Fryxell,0.7788943413376637
2020-01-20,100,Lake Fryxell,0.711976451031752
2020-10-30,100,Lake Fryxell,0.7559517853177099
2020-11-08,100,Lake Fryxell,0.8782305282965303
2020-11-15,100,Lake Fryxell,0.6936854502746574
2020-11-17,100,Lake Fryxell,0.6981477004457501
2020-11-19,100,Lake Fryxell,0.7040001994355887
2020-11-24,100,Lake Fryxell,0.6982020734102504
2020-11-26,100,Lake Fryxell,0.6895043177230376
2020-11-28,100,Lake Fryxell,0.6919602926259711
2020-11-29,100,Lake Fryxell,0.68357646121797
2020-12-01,100,Lake Fryxell,0.6087792330462908
2020-12-03,100,Lake Fryxell,0.6099444645978838
2020-12-08,100,Lake Fryxell,0.5895811588292401
2020-12-10,100,Lake Fryxell,0.6092831033823701
2020-12-14,100,Lake Fryxell,0.6768253454395248
2020-12-15,100,Lake Fryxell,0.650196368088459
2020-12-21,100,Lake Fryxell,0.6458198433496607
2020-12-24,100,Lake Fryxell,0.6097596664634742
2020-12-26,100,Lake Fryxell,0.6015777038322089
2020-12-30,100,Lake Fryxell,0.5829707428164339
2021-01-06,100,Lake Fryxell,0.5466318733667149
2021-01-13,100,Lake Fryxell,0.5331297851327876
2021-01-16,100,Lake Fryxell,0.5313481471291516
2021-01-18,100,Lake Fryxell,0.5037619370584242
2021-01-22,100,Lake Fryxell,0.4337239925806595
2021-02-01,100,Lake Fryxell,0.48093747824308797
2021-10-31,100,Lake Fryxell,0.5047311122858422
2021-11-04,100,Lake Fryxell,0.4955765350898013
2021-11-09,100,Lake Fryxell,0.44980933635679066
2021-11-11,100,Lake Fryxell,0.4452420073910075
2021-11-15,100,Lake Fryxell,0.4376312009427903
2021-11-20,100,Lake Fryxell,0.4745306882904155
2021-11-29,100,Lake Fryxell,0.7172273025761982
2021-12-01,100,Lake Fryxell,0.5769576386099237
2021-12-02,100,Lake Fryxell,0.5341489182703781
2021-12-04,100,Lake Fryxell,0.41002049718383204
2021-12-06,100,Lake Fryxell,0.40148739498804803
2021-12-08,100,Lake Fryxell,0.4214859240923215
2021-12-11,100,Lake Fryxell,0.4878287923020264
2021-12-18,100,Lake Fryxell,0.8367027731582307
2021-12-20,100,Lake Fryxell,0.8477738165686128
2021-12-22,100,Lake Fryxell,0.9001440415023028
2021-12-24,100,Lake Fryxell,0.8393535184168869
2022-01-05,100,Lake Fryxell,0.7263367138680337
2022-01-07,100,Lake Fryxell,0.6873513683993101
2022-01-12,100,Lake Fryxell,0.7374984697707523
2022-01-14,100,Lake Fryxell,0.7030082066151705
2022-01-16,100,Lake Fryxell,0.706365461163319
2022-01-19,100,Lake Fryxell,0.6320996344027705
2022-01-21,100,Lake Fryxell,0.5082440374756325
2022-01-25,100,Lake Fryxell,0.6049184696901354
2022-01-28,100,Lake Fryxell,0.6137010639318667
2022-11-07,100,Lake Fryxell,0.4092793942387874
2022-11-14,100,Lake Fryxell,0.6130988324053707
2022-11-16,100,Lake Fryxell,0.5928459784955451
2022-11-18,100,Lake Fryxell,0.48192596947278127
2022-11-19,100,Lake Fryxell,0.4343218804824925
2022-11-21,100,Lake Fryxell,0.3670000241061409
2022-11-23,100,Lake Fryxell,0.37898659527740797
2022-11-28,100,Lake Fryxell,0.5511007928783317
2022-12-04,100,Lake Fryxell,0.5285862516961324
2022-12-05,100,Lake Fryxell,0.5523178390963887
2022-12-11,100,Lake Fryxell,0.7685533113752653
2022-12-16,100,Lake Fryxell,0.7868051430909444
2022-12-18,100,Lake Fryxell,0.7627312934202224
2023-01-01,100,Lake Fryxell,0.5229458263159911
2023-01-03,100,Lake Fryxell,0.6900056591704836
2023-01-10,100,Lake Fryxell,0.6910405468883295
2023-01-15,100,Lake Fryxell,0.7497554392678318
2023-01-22,100,Lake Fryxell,0.6748022876754678
2023-01-24,100,Lake Fryxell,0.6579429482673592
2023-11-17,100,Lake Fryxell,0.6925530763848577
2023-11-19,100,Lake Fryxell,0.6554463939789498
2023-11-21,100,Lake Fryxell,0.6461642009511277
2023-12-05,100,Lake Fryxell,0.8180189868038265
2023-12-07,100,Lake Fryxell,0.8475545189727886
2023-12-19,100,Lake Fryxell,0.8868144418634633
2023-12-28,100,Lake Fryxell,0.8735429134222904
2023-12-30,100,Lake Fryxell,0.9088659204482133
2024-01-04,100,Lake Fryxell,0.8909888586677919
2024-01-13,100,Lake Fryxell,0.9112274601582445
2024-01-22,100,Lake Fryxell,0.9726949942585583
2024-01-24,100,Lake Fryxell,0.9999999999999997
2024-11-03,100,Lake Fryxell,0.9741151352903706
2024-11-07,100,Lake Fryxell,0.9990124985254821
2024-11-12,100,Lake Fryxell,0.9885405337985784
2024-11-14,100,Lake Fryxell,0.9872568788324043
2024-11-21,100,Lake Fryxell,0.9958054329088781
2024-12-09,100,Lake Fryxell,0.9876101361280235
2024-12-21,100,Lake Fryxell,0.9999999999999998
2016-11-02,100,Lake Hoare,0.7241929714587203
2016-11-04,100,Lake Hoare,0.7290579840946141
2016-11-06,100,Lake Hoare,0.718599523653943
2016-11-08,100,Lake Hoare,0.6669206352335323
2016-11-15,100,Lake Hoare,0.7362600314085562
2016-12-10,100,Lake Hoare,0.8232937659007156
2016-12-13,100,Lake Hoare,0.6499373313600258
2016-12-15,100,Lake Hoare,0.5438902216588765
2016-12-17,100,Lake Hoare,0.20453066854490817
2016-12-24,100,Lake Hoare,0.7925048464532656
2017-01-02,100,Lake Hoare,0.9825350367604423
2017-01-11,100,Lake Hoare,0.9897349235972618
2017-01-14,100,Lake Hoare,0.9983964175709203
2017-01-18,100,Lake Hoare,0.9959800857293855
2017-01-25,100,Lake Hoare,0.952950586109632
2017-01-27,100,Lake Hoare,0.9518267603984036
2017-01-30,100,Lake Hoare,0.9397841653894201
2017-11-07,100,Lake Hoare,0.6555920501363592
2017-11-18,100,Lake Hoare,0.9962196245160551
2017-11-21,100,Lake Hoare,0.9975602363715543
