mean_value,year
0.0673643589640657,2015
0.05796293883274,2018
0.325283887485663,2021
0.160750055064758,2020
0.159791668256124,2019
0.131030760705471,2014
0.144078966230154,2016
0.0639421554903189,2017
0.293110184371471,2023
0.233234201868375,2022
0.143519231428703,2024
